0_1	+ 1
12a_357m	- A^(-20) + 3*A^(-16) - 7*A^(-12) + 14*A^(-8) - 20*A^(-4) + 25 - 27*A^(4) + 26*A^(8) - 21*A^(12) + 15*A^(16) - 9*A^(20) + 4*A^(24) - A^(28)
12n_357m	+ A^(-12) - 3*A^(-8) + 8*A^(-4) - 12 + 15*A^(4) - 17*A^(8) + 16*A^(12) - 13*A^(16) + 9*A^(20) - 4*A^(24) + A^(28)
12a_358|12a_1248m	- A^(-32) + 5*A^(-28) - 12*A^(-24) + 21*A^(-20) - 31*A^(-16) + 38*A^(-12) - 40*A^(-8) + 38*A^(-4) - 30 + 21*A^(4) - 12*A^(8) + 5*A^(12) - A^(16)
12n_358	+ 2*A^(-4) - 4 + 6*A^(4) - 7*A^(8) + 8*A^(12) - 7*A^(16) + 5*A^(20) - 3*A^(24) + A^(28)
12a_358m|12a_1248	- A^(-16) + 5*A^(-12) - 12*A^(-8) + 21*A^(-4) - 30 + 38*A^(4) - 40*A^(8) + 38*A^(12) - 31*A^(16) + 21*A^(20) - 12*A^(24) + 5*A^(28) - A^(32)
12n_358m	+ A^(-28) - 3*A^(-24) + 5*A^(-20) - 7*A^(-16) + 8*A^(-12) - 7*A^(-8) + 6*A^(-4) - 4 + 2*A^(4)
12a_359	+ A^(-24) - 6*A^(-20) + 15*A^(-16) - 26*A^(-12) + 38*A^(-8) - 46*A^(-4) + 49 - 45*A^(4) + 36*A^(8) - 24*A^(12) + 13*A^(16) - 5*A^(20) + A^(24)
12n_359	+ A^(-16) - 3*A^(-12) + 7*A^(-8) - 9*A^(-4) + 11 - 12*A^(4) + 10*A^(8) - 8*A^(12) + 5*A^(16) - 2*A^(20) + A^(24)
12a_359m	+ A^(-24) - 5*A^(-20) + 13*A^(-16) - 24*A^(-12) + 36*A^(-8) - 45*A^(-4) + 49 - 46*A^(4) + 38*A^(8) - 26*A^(12) + 15*A^(16) - 6*A^(20) + A^(24)
12n_359m	+ A^(-24) - 2*A^(-20) + 5*A^(-16) - 8*A^(-12) + 10*A^(-8) - 12*A^(-4) + 11 - 9*A^(4) + 7*A^(8) - 3*A^(12) + A^(16)
12a_360|12a_1237m	- A^(-28) + 5*A^(-24) - 12*A^(-20) + 20*A^(-16) - 28*A^(-12) + 34*A^(-8) - 35*A^(-4) + 33 - 26*A^(4) + 17*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
12a_360m|12a_1237	- A^(-20) + 4*A^(-16) - 9*A^(-12) + 17*A^(-8) - 26*A^(-4) + 33 - 35*A^(4) + 34*A^(8) - 28*A^(12) + 20*A^(16) - 12*A^(20) + 5*A^(24) - A^(28)
12a_361	+ A^(-24) - 6*A^(-20) + 16*A^(-16) - 28*A^(-12) + 41*A^(-8) - 50*A^(-4) + 53 - 49*A^(4) + 39*A^(8) - 26*A^(12) + 14*A^(16) - 5*A^(20) + A^(24)
12a_361m	+ A^(-24) - 5*A^(-20) + 14*A^(-16) - 26*A^(-12) + 39*A^(-8) - 49*A^(-4) + 53 - 50*A^(4) + 41*A^(8) - 28*A^(12) + 16*A^(16) - 6*A^(20) + A^(24)
12a_362	- A^(-4) + 6 - 14*A^(4) + 24*A^(8) - 33*A^(12) + 40*A^(16) - 41*A^(20) + 38*A^(24) - 30*A^(28) + 19*A^(32) - 10*A^(36) + 4*A^(40) - A^(44)
12n_362	- A^(-16) + 3*A^(-12) - 4*A^(-8) + 5*A^(-4) - 5 + 5*A^(4) - 4*A^(8) + 3*A^(12) - A^(16)
12a_362m	- A^(-44) + 4*A^(-40) - 10*A^(-36) + 19*A^(-32) - 30*A^(-28) + 38*A^(-24) - 41*A^(-20) + 40*A^(-16) - 33*A^(-12) + 24*A^(-8) - 14*A^(-4) + 6 - A^(4)
12a_363	- A^(-4) + 5 - 11*A^(4) + 20*A^(8) - 28*A^(12) + 34*A^(16) - 36*A^(20) + 34*A^(24) - 27*A^(28) + 18*A^(32) - 10*A^(36) + 4*A^(40) - A^(44)
12n_363	+ A^(-4) - 3 + 8*A^(4) - 11*A^(8) + 14*A^(12) - 15*A^(16) + 13*A^(20) - 11*A^(24) + 7*A^(28) - 3*A^(32) + A^(36)
12a_363m	- A^(-44) + 4*A^(-40) - 10*A^(-36) + 18*A^(-32) - 27*A^(-28) + 34*A^(-24) - 36*A^(-20) + 34*A^(-16) - 28*A^(-12) + 20*A^(-8) - 11*A^(-4) + 5 - A^(4)
12n_363m	+ A^(-36) - 3*A^(-32) + 7*A^(-28) - 11*A^(-24) + 13*A^(-20) - 15*A^(-16) + 14*A^(-12) - 11*A^(-8) + 8*A^(-4) - 3 + A^(4)
12a_364|12a_874	+ A^(-12) - 5*A^(-8) + 13*A^(-4) - 24 + 35*A^(4) - 42*A^(8) + 46*A^(12) - 42*A^(16) + 34*A^(20) - 23*A^(24) + 12*A^(28) - 5*A^(32) + A^(36)
12n_364|12n_365m|12n_615	- A^(-24) + 5*A^(-20) - 9*A^(-16) + 13*A^(-12) - 16*A^(-8) + 16*A^(-4) - 15 + 12*A^(4) - 7*A^(8) + 4*A^(12) - A^(16)
12a_364m|12a_874m	+ A^(-36) - 5*A^(-32) + 12*A^(-28) - 23*A^(-24) + 34*A^(-20) - 42*A^(-16) + 46*A^(-12) - 42*A^(-8) + 35*A^(-4) - 24 + 13*A^(4) - 5*A^(8) + A^(12)
12n_364m|12n_365|12n_615m	- A^(-16) + 4*A^(-12) - 7*A^(-8) + 12*A^(-4) - 15 + 16*A^(4) - 16*A^(8) + 13*A^(12) - 9*A^(16) + 5*A^(20) - A^(24)
12a_365	+ A^(-20) - 4*A^(-16) + 7*A^(-12) - 11*A^(-8) + 16*A^(-4) - 18 + 20*A^(4) - 18*A^(8) + 15*A^(12) - 11*A^(16) + 6*A^(20) - 3*A^(24) + A^(28)
12a_365m	+ A^(-28) - 3*A^(-24) + 6*A^(-20) - 11*A^(-16) + 15*A^(-12) - 18*A^(-8) + 20*A^(-4) - 18 + 16*A^(4) - 11*A^(8) + 7*A^(12) - 4*A^(16) + A^(20)
12a_366	+ A^(-24) - 5*A^(-20) + 11*A^(-16) - 18*A^(-12) + 25*A^(-8) - 29*A^(-4) + 31 - 27*A^(4) + 21*A^(8) - 14*A^(12) + 7*A^(16) - 3*A^(20) + A^(24)
12n_366	+ A^(12) - A^(20) + 3*A^(24) - 4*A^(28) + 5*A^(32) - 5*A^(36) + 5*A^(40) - 4*A^(44) + 2*A^(48) - A^(52)
12a_366m	+ A^(-24) - 3*A^(-20) + 7*A^(-16) - 14*A^(-12) + 21*A^(-8) - 27*A^(-4) + 31 - 29*A^(4) + 25*A^(8) - 18*A^(12) + 11*A^(16) - 5*A^(20) + A^(24)
12n_366m	- A^(-52) + 2*A^(-48) - 4*A^(-44) + 5*A^(-40) - 5*A^(-36) + 5*A^(-32) - 4*A^(-28) + 3*A^(-24) - A^(-20) + A^(-12)
12a_367	+ A^(-64) - 4*A^(-60) + 8*A^(-56) - 13*A^(-52) + 17*A^(-48) - 20*A^(-44) + 20*A^(-40) - 18*A^(-36) + 14*A^(-32) - 9*A^(-28) + 6*A^(-24) - 2*A^(-20) + A^(-16)
12n_367|12n_745m|12n_852	- 2*A^(-20) + 6*A^(-16) - 11*A^(-12) + 17*A^(-8) - 20*A^(-4) + 21 - 19*A^(4) + 15*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
12a_367m	+ A^(16) - 2*A^(20) + 6*A^(24) - 9*A^(28) + 14*A^(32) - 18*A^(36) + 20*A^(40) - 20*A^(44) + 17*A^(48) - 13*A^(52) + 8*A^(56) - 4*A^(60) + A^(64)
12n_367m|12n_745|12n_852m	- A^(-20) + 4*A^(-16) - 9*A^(-12) + 15*A^(-8) - 19*A^(-4) + 21 - 20*A^(4) + 17*A^(8) - 11*A^(12) + 6*A^(16) - 2*A^(20)
12a_368	+ A^(-60) - 4*A^(-56) + 8*A^(-52) - 14*A^(-48) + 20*A^(-44) - 25*A^(-40) + 26*A^(-36) - 24*A^(-32) + 20*A^(-28) - 13*A^(-24) + 8*A^(-20) - 3*A^(-16) + A^(-12)
12n_368	+ A^(-36) - 3*A^(-32) + 3*A^(-28) - 4*A^(-24) + 5*A^(-20) - 4*A^(-16) + 4*A^(-12) - 2*A^(-8) + A^(-4)
12a_368m	+ A^(12) - 3*A^(16) + 8*A^(20) - 13*A^(24) + 20*A^(28) - 24*A^(32) + 26*A^(36) - 25*A^(40) + 20*A^(44) - 14*A^(48) + 8*A^(52) - 4*A^(56) + A^(60)
12n_368m	+ A^(4) - 2*A^(8) + 4*A^(12) - 4*A^(16) + 5*A^(20) - 4*A^(24) + 3*A^(28) - 3*A^(32) + A^(36)
12a_369	- 1 + 2*A^(4) - 3*A^(8) + 6*A^(12) - 7*A^(16) + 9*A^(20) - 9*A^(24) + 9*A^(28) - 8*A^(32) + 6*A^(36) - 4*A^(40) + 2*A^(44) - A^(48)
12a_369m	- A^(-48) + 2*A^(-44) - 4*A^(-40) + 6*A^(-36) - 8*A^(-32) + 9*A^(-28) - 9*A^(-24) + 9*A^(-20) - 7*A^(-16) + 6*A^(-12) - 3*A^(-8) + 2*A^(-4) - 1
12a_370	- A^(-4) + 3 - 6*A^(4) + 10*A^(8) - 13*A^(12) + 17*A^(16) - 17*A^(20) + 16*A^(24) - 13*A^(28) + 9*A^(32) - 5*A^(36) + 2*A^(40) - A^(44)
12n_370	+ A^(-32) - 2*A^(-28) + 2*A^(-24) - 2*A^(-20) + A^(-16) + A^(-4) - 1 + A^(4)
12a_370m	- A^(-44) + 2*A^(-40) - 5*A^(-36) + 9*A^(-32) - 13*A^(-28) + 16*A^(-24) - 17*A^(-20) + 17*A^(-16) - 13*A^(-12) + 10*A^(-8) - 6*A^(-4) + 3 - A^(4)
12n_370m	+ A^(-4) - 1 + A^(4) + A^(16) - 2*A^(20) + 2*A^(24) - 2*A^(28) + A^(32)
12a_371	- A^(-4) + 3 - 5*A^(4) + 8*A^(8) - 11*A^(12) + 14*A^(16) - 14*A^(20) + 14*A^(24) - 11*A^(28) + 8*A^(32) - 5*A^(36) + 2*A^(40) - A^(44)
12n_371	- A^(-28) + A^(-24) - A^(-16) + 2*A^(-12) - 2*A^(-8) + 3*A^(-4) - 2 + 2*A^(4) - A^(8)
12a_371m	- A^(-44) + 2*A^(-40) - 5*A^(-36) + 8*A^(-32) - 11*A^(-28) + 14*A^(-24) - 14*A^(-20) + 14*A^(-16) - 11*A^(-12) + 8*A^(-8) - 5*A^(-4) + 3 - A^(4)
12n_371m	- A^(-8) + 2*A^(-4) - 2 + 3*A^(4) - 2*A^(8) + 2*A^(12) - A^(16) + A^(24) - A^(28)
12a_372	- A^(-8) + 4*A^(-4) - 9 + 15*A^(4) - 20*A^(8) + 24*A^(12) - 24*A^(16) + 22*A^(20) - 16*A^(24) + 11*A^(28) - 6*A^(32) + 2*A^(36) - A^(40)
12a_372m	- A^(-40) + 2*A^(-36) - 6*A^(-32) + 11*A^(-28) - 16*A^(-24) + 22*A^(-20) - 24*A^(-16) + 24*A^(-12) - 20*A^(-8) + 15*A^(-4) - 9 + 4*A^(4) - A^(8)
12a_373|12a_409	+ A^(-52) - 4*A^(-48) + 8*A^(-44) - 13*A^(-40) + 18*A^(-36) - 22*A^(-32) + 22*A^(-28) - 20*A^(-24) + 17*A^(-20) - 11*A^(-16) + 7*A^(-12) - 3*A^(-8) + A^(-4)
12n_373	+ A^(-48) - 4*A^(-44) + 7*A^(-40) - 10*A^(-36) + 12*A^(-32) - 13*A^(-28) + 12*A^(-24) - 9*A^(-20) + 6*A^(-16) - 2*A^(-12) + A^(-8)
12a_373m|12a_409m	+ A^(4) - 3*A^(8) + 7*A^(12) - 11*A^(16) + 17*A^(20) - 20*A^(24) + 22*A^(28) - 22*A^(32) + 18*A^(36) - 13*A^(40) + 8*A^(44) - 4*A^(48) + A^(52)
12n_373m	+ A^(8) - 2*A^(12) + 6*A^(16) - 9*A^(20) + 12*A^(24) - 13*A^(28) + 12*A^(32) - 10*A^(36) + 7*A^(40) - 4*A^(44) + A^(48)
12a_374	+ A^(-24) - 4*A^(-20) + 8*A^(-16) - 15*A^(-12) + 23*A^(-8) - 27*A^(-4) + 30 - 28*A^(4) + 23*A^(8) - 16*A^(12) + 9*A^(16) - 4*A^(20) + A^(24)
12n_374	- A^(-56) + 2*A^(-52) - 3*A^(-48) + 3*A^(-44) - 3*A^(-40) + 2*A^(-36) - A^(-32) + 2*A^(-24) - A^(-20) + A^(-16)
12a_374m	+ A^(-24) - 4*A^(-20) + 9*A^(-16) - 16*A^(-12) + 23*A^(-8) - 28*A^(-4) + 30 - 27*A^(4) + 23*A^(8) - 15*A^(12) + 8*A^(16) - 4*A^(20) + A^(24)
12n_374m	+ A^(16) - A^(20) + 2*A^(24) - A^(32) + 2*A^(36) - 3*A^(40) + 3*A^(44) - 3*A^(48) + 2*A^(52) - A^(56)
12a_375	- A^(-4) + 2 - 4*A^(4) + 9*A^(8) - 12*A^(12) + 16*A^(16) - 18*A^(20) + 18*A^(24) - 15*A^(28) + 11*A^(32) - 7*A^(36) + 3*A^(40) - A^(44)
12n_375	+ 2*A^(-40) - 5*A^(-36) + 7*A^(-32) - 10*A^(-28) + 10*A^(-24) - 9*A^(-20) + 8*A^(-16) - 4*A^(-12) + 2*A^(-8)
12a_375m	- A^(-44) + 3*A^(-40) - 7*A^(-36) + 11*A^(-32) - 15*A^(-28) + 18*A^(-24) - 18*A^(-20) + 16*A^(-16) - 12*A^(-12) + 9*A^(-8) - 4*A^(-4) + 2 - A^(4)
12n_375m	+ 2*A^(8) - 4*A^(12) + 8*A^(16) - 9*A^(20) + 10*A^(24) - 10*A^(28) + 7*A^(32) - 5*A^(36) + 2*A^(40)
12a_376	- A^(-8) + 3*A^(-4) - 6 + 11*A^(4) - 16*A^(8) + 20*A^(12) - 20*A^(16) + 20*A^(20) - 16*A^(24) + 11*A^(28) - 7*A^(32) + 3*A^(36) - A^(40)
12a_376m	- A^(-40) + 3*A^(-36) - 7*A^(-32) + 11*A^(-28) - 16*A^(-24) + 20*A^(-20) - 20*A^(-16) + 20*A^(-12) - 16*A^(-8) + 11*A^(-4) - 6 + 3*A^(4) - A^(8)
12n_377	- A^(-16) + 3*A^(-12) - 5*A^(-8) + 6*A^(-4) - 6 + 7*A^(4) - 5*A^(8) + 4*A^(12) - 2*A^(16)
12n_377m	- 2*A^(-16) + 4*A^(-12) - 5*A^(-8) + 7*A^(-4) - 6 + 6*A^(4) - 5*A^(8) + 3*A^(12) - A^(16)
12a_378	+ A^(-28) - 4*A^(-24) + 7*A^(-20) - 11*A^(-16) + 16*A^(-12) - 18*A^(-8) + 19*A^(-4) - 17 + 14*A^(4) - 10*A^(8) + 6*A^(12) - 3*A^(16) + A^(20)
12n_378|12n_819m	- 2*A^(-8) + 6*A^(-4) - 10 + 15*A^(4) - 17*A^(8) + 18*A^(12) - 16*A^(16) + 12*A^(20) - 7*A^(24) + 3*A^(28) - A^(32)
12a_378m	+ A^(-20) - 3*A^(-16) + 6*A^(-12) - 10*A^(-8) + 14*A^(-4) - 17 + 19*A^(4) - 18*A^(8) + 16*A^(12) - 11*A^(16) + 7*A^(20) - 4*A^(24) + A^(28)
12n_378m|12n_819	- A^(-32) + 3*A^(-28) - 7*A^(-24) + 12*A^(-20) - 16*A^(-16) + 18*A^(-12) - 17*A^(-8) + 15*A^(-4) - 10 + 6*A^(4) - 2*A^(8)
12a_379	- A^(-8) + 2*A^(-4) - 3 + 6*A^(4) - 8*A^(8) + 10*A^(12) - 10*A^(16) + 10*A^(20) - 8*A^(24) + 6*A^(28) - 4*A^(32) + 2*A^(36) - A^(40)
12n_379	- 1 + 3*A^(4) - 5*A^(8) + 9*A^(12) - 9*A^(16) + 10*A^(20) - 10*A^(24) + 7*A^(28) - 5*A^(32) + 3*A^(36) - A^(40)
12a_379m	- A^(-40) + 2*A^(-36) - 4*A^(-32) + 6*A^(-28) - 8*A^(-24) + 10*A^(-20) - 10*A^(-16) + 10*A^(-12) - 8*A^(-8) + 6*A^(-4) - 3 + 2*A^(4) - A^(8)
12n_379m	- A^(-40) + 3*A^(-36) - 5*A^(-32) + 7*A^(-28) - 10*A^(-24) + 10*A^(-20) - 9*A^(-16) + 9*A^(-12) - 5*A^(-8) + 3*A^(-4) - 1
12a_380	- A^(-12) + 3*A^(-8) - 5*A^(-4) + 7 - 9*A^(4) + 11*A^(8) - 10*A^(12) + 10*A^(16) - 8*A^(20) + 6*A^(24) - 4*A^(28) + 2*A^(32) - A^(36)
12a_380m	- A^(-36) + 2*A^(-32) - 4*A^(-28) + 6*A^(-24) - 8*A^(-20) + 10*A^(-16) - 10*A^(-12) + 11*A^(-8) - 9*A^(-4) + 7 - 5*A^(4) + 3*A^(8) - A^(12)
12a_381	+ A^(-36) - 4*A^(-32) + 9*A^(-28) - 14*A^(-24) + 20*A^(-20) - 24*A^(-16) + 24*A^(-12) - 22*A^(-8) + 17*A^(-4) - 11 + 6*A^(4) - 2*A^(8) + A^(12)
12n_381	- A^(-40) + 3*A^(-36) - 6*A^(-32) + 8*A^(-28) - 9*A^(-24) + 10*A^(-20) - 9*A^(-16) + 7*A^(-12) - 4*A^(-8) + 2*A^(-4)
12a_381m	+ A^(-12) - 2*A^(-8) + 6*A^(-4) - 11 + 17*A^(4) - 22*A^(8) + 24*A^(12) - 24*A^(16) + 20*A^(20) - 14*A^(24) + 9*A^(28) - 4*A^(32) + A^(36)
12n_381m	+ 2*A^(4) - 4*A^(8) + 7*A^(12) - 9*A^(16) + 10*A^(20) - 9*A^(24) + 8*A^(28) - 6*A^(32) + 3*A^(36) - A^(40)
12a_382	+ A^(-8) - 3*A^(-4) + 7 - 11*A^(4) + 16*A^(8) - 19*A^(12) + 20*A^(16) - 19*A^(20) + 16*A^(24) - 11*A^(28) + 6*A^(32) - 3*A^(36) + A^(40)
12n_382	- A^(-28) + A^(-24) - A^(-16) + 3*A^(-12) - 3*A^(-8) + 4*A^(-4) - 4 + 3*A^(4) - 2*A^(8) + A^(12)
12a_382m	+ A^(-40) - 3*A^(-36) + 6*A^(-32) - 11*A^(-28) + 16*A^(-24) - 19*A^(-20) + 20*A^(-16) - 19*A^(-12) + 16*A^(-8) - 11*A^(-4) + 7 - 3*A^(4) + A^(8)
12n_382m	+ A^(-12) - 2*A^(-8) + 3*A^(-4) - 4 + 4*A^(4) - 3*A^(8) + 3*A^(12) - A^(16) + A^(24) - A^(28)
12n_383	- A^(-40) + 3*A^(-36) - 5*A^(-32) + 7*A^(-28) - 8*A^(-24) + 8*A^(-20) - 8*A^(-16) + 6*A^(-12) - 3*A^(-8) + 2*A^(-4)
12n_383m	+ 2*A^(4) - 3*A^(8) + 6*A^(12) - 8*A^(16) + 8*A^(20) - 8*A^(24) + 7*A^(28) - 5*A^(32) + 3*A^(36) - A^(40)
12n_384	+ 2*A^(-40) - 6*A^(-36) + 11*A^(-32) - 16*A^(-28) + 18*A^(-24) - 19*A^(-20) + 17*A^(-16) - 12*A^(-12) + 8*A^(-8) - 3*A^(-4) + 1
12n_384m	+ 1 - 3*A^(4) + 8*A^(8) - 12*A^(12) + 17*A^(16) - 19*A^(20) + 18*A^(24) - 16*A^(28) + 11*A^(32) - 6*A^(36) + 2*A^(40)
12n_385	+ A^(-24) - 4*A^(-20) + 7*A^(-16) - 10*A^(-12) + 12*A^(-8) - 12*A^(-4) + 12 - 8*A^(4) + 5*A^(8) - 2*A^(12)
12n_385m	- 2*A^(-12) + 5*A^(-8) - 8*A^(-4) + 12 - 12*A^(4) + 12*A^(8) - 10*A^(12) + 7*A^(16) - 4*A^(20) + A^(24)
12a_386	- A^(-4) + 5 - 10*A^(4) + 17*A^(8) - 24*A^(12) + 28*A^(16) - 29*A^(20) + 28*A^(24) - 21*A^(28) + 14*A^(32) - 8*A^(36) + 3*A^(40) - A^(44)
12n_386	- A^(-56) + A^(-52) - 2*A^(-36) + 2*A^(-32) - 2*A^(-28) + 3*A^(-24) - A^(-20) + A^(-16)
12a_386m	- A^(-44) + 3*A^(-40) - 8*A^(-36) + 14*A^(-32) - 21*A^(-28) + 28*A^(-24) - 29*A^(-20) + 28*A^(-16) - 24*A^(-12) + 17*A^(-8) - 10*A^(-4) + 5 - A^(4)
12n_386m	+ A^(16) - A^(20) + 3*A^(24) - 2*A^(28) + 2*A^(32) - 2*A^(36) + A^(52) - A^(56)
12a_387	- A^(-20) + 5*A^(-16) - 12*A^(-12) + 22*A^(-8) - 31*A^(-4) + 37 - 39*A^(4) + 36*A^(8) - 28*A^(12) + 19*A^(16) - 10*A^(20) + 4*A^(24) - A^(28)
12a_387m	- A^(-28) + 4*A^(-24) - 10*A^(-20) + 19*A^(-16) - 28*A^(-12) + 36*A^(-8) - 39*A^(-4) + 37 - 31*A^(4) + 22*A^(8) - 12*A^(12) + 5*A^(16) - A^(20)
12n_388	- A^(-28) + 2*A^(-24) - 4*A^(-20) + 6*A^(-16) - 6*A^(-12) + 8*A^(-8) - 7*A^(-4) + 5 - 4*A^(4) + 2*A^(8)
12n_388m	+ 2*A^(-8) - 4*A^(-4) + 5 - 7*A^(4) + 8*A^(8) - 6*A^(12) + 6*A^(16) - 4*A^(20) + 2*A^(24) - A^(28)
12a_389	+ A^(-12) - 6*A^(-8) + 16*A^(-4) - 28 + 40*A^(4) - 48*A^(8) + 51*A^(12) - 46*A^(16) + 37*A^(20) - 24*A^(24) + 12*A^(28) - 5*A^(32) + A^(36)
12n_389	+ A^(-36) - 4*A^(-32) + 8*A^(-28) - 11*A^(-24) + 15*A^(-20) - 17*A^(-16) + 15*A^(-12) - 13*A^(-8) + 9*A^(-4) - 4 + 2*A^(4)
12a_389m	+ A^(-36) - 5*A^(-32) + 12*A^(-28) - 24*A^(-24) + 37*A^(-20) - 46*A^(-16) + 51*A^(-12) - 48*A^(-8) + 40*A^(-4) - 28 + 16*A^(4) - 6*A^(8) + A^(12)
12n_389m	+ 2*A^(-4) - 4 + 9*A^(4) - 13*A^(8) + 15*A^(12) - 17*A^(16) + 15*A^(20) - 11*A^(24) + 8*A^(28) - 4*A^(32) + A^(36)
12a_390|12a_672	+ A^(-36) - 5*A^(-32) + 12*A^(-28) - 21*A^(-24) + 30*A^(-20) - 37*A^(-16) + 39*A^(-12) - 35*A^(-8) + 29*A^(-4) - 19 + 10*A^(4) - 4*A^(8) + A^(12)
12n_390|12n_662	+ 2*A^(-20) - 5*A^(-16) + 7*A^(-12) - 9*A^(-8) + 10*A^(-4) - 9 + 8*A^(4) - 5*A^(8) + 3*A^(12) - A^(16)
12a_390m|12a_672m	+ A^(-12) - 4*A^(-8) + 10*A^(-4) - 19 + 29*A^(4) - 35*A^(8) + 39*A^(12) - 37*A^(16) + 30*A^(20) - 21*A^(24) + 12*A^(28) - 5*A^(32) + A^(36)
12n_390m|12n_662m	- A^(-16) + 3*A^(-12) - 5*A^(-8) + 8*A^(-4) - 9 + 10*A^(4) - 9*A^(8) + 7*A^(12) - 5*A^(16) + 2*A^(20)
12a_391	+ A^(-60) - 4*A^(-56) + 9*A^(-52) - 17*A^(-48) + 23*A^(-44) - 28*A^(-40) + 30*A^(-36) - 27*A^(-32) + 22*A^(-28) - 14*A^(-24) + 8*A^(-20) - 3*A^(-16) + A^(-12)
12n_391	- A^(-8) + 4*A^(-4) - 9 + 14*A^(4) - 17*A^(8) + 20*A^(12) - 18*A^(16) + 15*A^(20) - 10*A^(24) + 5*A^(28) - 2*A^(32)
12a_391m	+ A^(12) - 3*A^(16) + 8*A^(20) - 14*A^(24) + 22*A^(28) - 27*A^(32) + 30*A^(36) - 28*A^(40) + 23*A^(44) - 17*A^(48) + 9*A^(52) - 4*A^(56) + A^(60)
12n_391m	- 2*A^(-32) + 5*A^(-28) - 10*A^(-24) + 15*A^(-20) - 18*A^(-16) + 20*A^(-12) - 17*A^(-8) + 14*A^(-4) - 9 + 4*A^(4) - A^(8)
12a_392	+ A^(-56) - 4*A^(-52) + 8*A^(-48) - 14*A^(-44) + 18*A^(-40) - 22*A^(-36) + 24*A^(-32) - 21*A^(-28) + 18*A^(-24) - 12*A^(-20) + 7*A^(-16) - 3*A^(-12) + A^(-8)
12n_392	+ A^(-28) - 4*A^(-24) + 8*A^(-20) - 13*A^(-16) + 16*A^(-12) - 16*A^(-8) + 16*A^(-4) - 12 + 8*A^(4) - 4*A^(8) + A^(12)
12a_392m	+ A^(8) - 3*A^(12) + 7*A^(16) - 12*A^(20) + 18*A^(24) - 21*A^(28) + 24*A^(32) - 22*A^(36) + 18*A^(40) - 14*A^(44) + 8*A^(48) - 4*A^(52) + A^(56)
12n_392m	+ A^(-12) - 4*A^(-8) + 8*A^(-4) - 12 + 16*A^(4) - 16*A^(8) + 16*A^(12) - 13*A^(16) + 8*A^(20) - 4*A^(24) + A^(28)
12a_393	+ A^(-48) - 5*A^(-44) + 13*A^(-40) - 23*A^(-36) + 32*A^(-32) - 40*A^(-28) + 42*A^(-24) - 38*A^(-20) + 31*A^(-16) - 20*A^(-12) + 11*A^(-8) - 4*A^(-4) + 1
12n_393	- A^(-4) + 4 - 5*A^(4) + 7*A^(8) - 8*A^(12) + 8*A^(16) - 7*A^(20) + 5*A^(24) - 3*A^(28) + A^(32)
12a_393m	+ 1 - 4*A^(4) + 11*A^(8) - 20*A^(12) + 31*A^(16) - 38*A^(20) + 42*A^(24) - 40*A^(28) + 32*A^(32) - 23*A^(36) + 13*A^(40) - 5*A^(44) + A^(48)
12n_393m	+ A^(-32) - 3*A^(-28) + 5*A^(-24) - 7*A^(-20) + 8*A^(-16) - 8*A^(-12) + 7*A^(-8) - 5*A^(-4) + 4 - A^(4)
12a_394	- A^(-4) + 4 - 9*A^(4) + 16*A^(8) - 22*A^(12) + 27*A^(16) - 28*A^(20) + 27*A^(24) - 21*A^(28) + 14*A^(32) - 8*A^(36) + 3*A^(40) - A^(44)
12n_394	- A^(-20) + 3*A^(-16) - 4*A^(-12) + 5*A^(-8) - 5*A^(-4) + 5 - 3*A^(4) + A^(8) - A^(16) + A^(20)
12a_394m	- A^(-44) + 3*A^(-40) - 8*A^(-36) + 14*A^(-32) - 21*A^(-28) + 27*A^(-24) - 28*A^(-20) + 27*A^(-16) - 22*A^(-12) + 16*A^(-8) - 9*A^(-4) + 4 - A^(4)
12n_394m	+ A^(-20) - A^(-16) + A^(-8) - 3*A^(-4) + 5 - 5*A^(4) + 5*A^(8) - 4*A^(12) + 3*A^(16) - A^(20)
12a_395	- A^(-8) + 4*A^(-4) - 9 + 16*A^(4) - 23*A^(8) + 28*A^(12) - 28*A^(16) + 27*A^(20) - 21*A^(24) + 14*A^(28) - 8*A^(32) + 3*A^(36) - A^(40)
12n_395	+ 1 - 4*A^(4) + 8*A^(8) - 10*A^(12) + 13*A^(16) - 13*A^(20) + 12*A^(24) - 9*A^(28) + 5*A^(32) - 2*A^(36)
12a_395m	- A^(-40) + 3*A^(-36) - 8*A^(-32) + 14*A^(-28) - 21*A^(-24) + 27*A^(-20) - 28*A^(-16) + 28*A^(-12) - 23*A^(-8) + 16*A^(-4) - 9 + 4*A^(4) - A^(8)
12n_395m	- 2*A^(-36) + 5*A^(-32) - 9*A^(-28) + 12*A^(-24) - 13*A^(-20) + 13*A^(-16) - 10*A^(-12) + 8*A^(-8) - 4*A^(-4) + 1
12a_396|12a_769m	- A^(-28) + 3*A^(-24) - 8*A^(-20) + 15*A^(-16) - 21*A^(-12) + 28*A^(-8) - 30*A^(-4) + 28 - 24*A^(4) + 17*A^(8) - 9*A^(12) + 4*A^(16) - A^(20)
12n_396	- A^(-16) + 4*A^(-12) - 6*A^(-8) + 9*A^(-4) - 11 + 11*A^(4) - 10*A^(8) + 8*A^(12) - 5*A^(16) + 2*A^(20)
