0_1	+ 1
5_716|5_716ms	+ A^(8) + 2*A^(10) + A^(12) - 3*A^(14) - 3*A^(16) + A^(18) - A^(18)*v + 2*A^(20) + A^(22)*v
5_716s|5_716m	+ A^(-22)*v + 2*A^(-20) + A^(-18) - A^(-18)*v - 3*A^(-16) - 3*A^(-14) + A^(-12) + 2*A^(-10) + A^(-8)
5_717|5_717ms	+ A^(8) + 2*A^(10) - 3*A^(14) - A^(14)*v - 3*A^(16) + A^(18) + 2*A^(20) - A^(24)
5_717s|5_717m	- A^(-24) + 2*A^(-20) + A^(-18) - 3*A^(-16) - 3*A^(-14) - A^(-14)*v + 2*A^(-10) + A^(-8)
5_720|5_720ms	- A^(6)*v - A^(8) + 2*A^(10)*v + 3*A^(12) + A^(14) - 2*A^(14)*v - 3*A^(16) - A^(16)*v - 3*A^(18)
5_720s|5_720m	- 3*A^(-18) - 3*A^(-16) - A^(-16)*v + A^(-14) - 2*A^(-14)*v + 3*A^(-12) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_721	- A^(6)*v - A^(8) + 2*A^(10)*v + 4*A^(12) + 2*A^(14) - A^(14)*v - 2*A^(16) - 2*A^(18)
5_721m	- 2*A^(-18) - 2*A^(-16) + 2*A^(-14) - A^(-14)*v + 4*A^(-12) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_722	+ A^(4) - 2*A^(8) + 3*A^(12) + 2*A^(14) - 2*A^(16) - 2*A^(18) - A^(18)*v - A^(20)
5_722m	- A^(-20) - 2*A^(-18) - A^(-18)*v - 2*A^(-16) + 2*A^(-14) + 3*A^(-12) - 2*A^(-8) + A^(-4)
5_724|5_724ms	+ A^(4) - 2*A^(8) - A^(10)*v + 2*A^(12) + A^(14) + A^(14)*v - A^(16) - A^(18) - A^(18)*v - A^(20)
5_724s|5_724m	- A^(-20) - A^(-18) - A^(-18)*v - A^(-16) + A^(-14) + A^(-14)*v + 2*A^(-12) - A^(-10)*v - 2*A^(-8) + A^(-4)
5_725	+ A^(8)*v^(2) + A^(10)*v + A^(12) - A^(12)*v^(2) - 2*A^(14)*v + 2*A^(18)*v + A^(20) - A^(22)*v - A^(24)
5_725m	- A^(-24) - A^(-22)*v + A^(-20) + 2*A^(-18)*v - 2*A^(-14)*v + A^(-12) - A^(-12)*v^(2) + A^(-10)*v + A^(-8)*v^(2)
5_726	+ A^(2)*v + A^(4) + A^(6)*v - A^(6)*v^(3) - A^(8) - A^(8)*v^(2) + A^(12) + A^(12)*v^(2) + A^(14)*v - A^(16)*v^(2) - A^(18)*v
5_726m	- A^(-18)*v - A^(-16)*v^(2) + A^(-14)*v + A^(-12) + A^(-12)*v^(2) - A^(-8) - A^(-8)*v^(2) + A^(-6)*v - A^(-6)*v^(3) + A^(-4) + A^(-2)*v
5_729|5_729ms|2_1*3_11|2_1ms*3_11	+ A^(8)*v^(2) + A^(10)*v + A^(10)*v^(2) + A^(12) + A^(12)*v - A^(12)*v^(2) + A^(14) - A^(14)*v - 2*A^(14)*v^(2) - 2*A^(16)*v - A^(18) + A^(18)*v^(2) + A^(20)*v
5_729s|5_729m|2_1s*3_11m|2_1m*3_11m	+ A^(-20)*v - A^(-18) + A^(-18)*v^(2) - 2*A^(-16)*v + A^(-14) - A^(-14)*v - 2*A^(-14)*v^(2) + A^(-12) + A^(-12)*v - A^(-12)*v^(2) + A^(-10)*v + A^(-10)*v^(2) + A^(-8)*v^(2)
5_730|5_730ms|2_1*3_12|2_1ms*3_12	+ A^(2)*v + A^(4) + A^(4)*v + A^(6) + A^(6)*v - A^(6)*v^(3) - A^(8)*v^(2) - A^(8)*v^(3) - A^(10) - A^(10)*v^(2) - A^(12)*v + A^(12)*v^(3) + A^(14)*v^(2)
5_730s|5_730m|2_1s*3_12m|2_1m*3_12m	+ A^(-14)*v^(2) - A^(-12)*v + A^(-12)*v^(3) - A^(-10) - A^(-10)*v^(2) - A^(-8)*v^(2) - A^(-8)*v^(3) + A^(-6) + A^(-6)*v - A^(-6)*v^(3) + A^(-4) + A^(-4)*v + A^(-2)*v
5_731|5_731ms|2_1*3_12m|2_1ms*3_12m	- v^(2) + A^(2)*v - A^(2)*v^(2) - A^(2)*v^(3) + A^(4) + A^(4)*v - A^(4)*v^(3) + A^(6) + A^(6)*v + A^(6)*v^(2) + A^(8)*v^(3) - A^(10) - A^(12)*v
5_731s|5_731m|2_1s*3_12|2_1m*3_12	- A^(-12)*v - A^(-10) + A^(-8)*v^(3) + A^(-6) + A^(-6)*v + A^(-6)*v^(2) + A^(-4) + A^(-4)*v - A^(-4)*v^(3) + A^(-2)*v - A^(-2)*v^(2) - A^(-2)*v^(3) - v^(2)
5_732|5_732ms|2_1*3_11m|2_1ms*3_11m	- A^(-6)*v + A^(-4) - A^(-4)*v - A^(-4)*v^(2) + A^(-2) + A^(-2)*v - A^(-2)*v^(2) + 2*v + v^(2) - A^(2) + 2*A^(2)*v^(2) - A^(4)*v - A^(6)*v^(2)
5_732s|5_732m|2_1s*3_11|2_1m*3_11	- A^(-6)*v^(2) - A^(-4)*v - A^(-2) + 2*A^(-2)*v^(2) + 2*v + v^(2) + A^(2) + A^(2)*v - A^(2)*v^(2) + A^(4) - A^(4)*v - A^(4)*v^(2) - A^(6)*v
5_733	+ A^(4)*v^(2) + A^(8) - 2*A^(8)*v^(2) + 2*A^(12)*v^(2) + A^(14)*v - A^(16)*v^(2) - A^(18)*v
5_733m	- A^(-18)*v - A^(-16)*v^(2) + A^(-14)*v + 2*A^(-12)*v^(2) + A^(-8) - 2*A^(-8)*v^(2) + A^(-4)*v^(2)
5_734	+ A^(-2)*v - A^(2)*v^(3) + A^(6)*v + A^(6)*v^(3) + A^(8) - A^(10)*v^(3) - A^(12)*v^(2)
5_734m	- A^(-12)*v^(2) - A^(-10)*v^(3) + A^(-8) + A^(-6)*v + A^(-6)*v^(3) - A^(-2)*v^(3) + A^(2)*v
5_735	- A^(-4)*v^(2) + 1 - v^(2) + v^(4) - A^(4)*v^(4) + A^(6)*v - A^(6)*v^(3) + A^(8)*v^(2) + A^(10)*v
5_735m	+ A^(-10)*v + A^(-8)*v^(2) + A^(-6)*v - A^(-6)*v^(3) - A^(-4)*v^(4) + 1 - v^(2) + v^(4) - A^(4)*v^(2)
5_736	- A^(-10)*v + A^(-6)*v^(3) + A^(-2)*v - 2*A^(-2)*v^(3) + 1 - v^(2) + A^(2)*v^(3) + A^(4)*v^(2)
5_736m	+ A^(-4)*v^(2) + A^(-2)*v^(3) + 1 - v^(2) + A^(2)*v - 2*A^(2)*v^(3) + A^(6)*v^(3) - A^(10)*v
5_737	- v^(2) - A^(4) + A^(4)*v^(2) + A^(4)*v^(4) + A^(6)*v^(3) - A^(8)*v^(4) - A^(10)*v^(3) + A^(12)*v^(2) + A^(14)*v
5_737m	+ A^(-14)*v + A^(-12)*v^(2) - A^(-10)*v^(3) - A^(-8)*v^(4) + A^(-6)*v^(3) - A^(-4) + A^(-4)*v^(2) + A^(-4)*v^(4) - v^(2)
5_738	- A^(-6)*v - A^(-2)*v + 2*A^(-2)*v^(3) + v^(2) - A^(2)*v + A^(2)*v^(3) - A^(2)*v^(5) - A^(4) + A^(4)*v^(2) - A^(4)*v^(4) + A^(6)*v^(3) + A^(8)*v^(2)
5_738m	+ A^(-8)*v^(2) + A^(-6)*v^(3) - A^(-4) + A^(-4)*v^(2) - A^(-4)*v^(4) - A^(-2)*v + A^(-2)*v^(3) - A^(-2)*v^(5) + v^(2) - A^(2)*v + 2*A^(2)*v^(3) - A^(6)*v
5_739	+ A^(-8)*v^(2) - A^(-4) - A^(-4)*v^(4) - A^(-2)*v^(3) + v^(4) + A^(2)*v^(3) - A^(4)*v^(2) - A^(6)*v
5_739m	- A^(-6)*v - A^(-4)*v^(2) + A^(-2)*v^(3) + v^(4) - A^(2)*v^(3) - A^(4) - A^(4)*v^(4) + A^(8)*v^(2)
5_740	+ A^(-14)*v - A^(-10)*v - A^(-10)*v^(3) - A^(-8)*v^(2) - A^(-6)*v + 2*A^(-6)*v^(3) - A^(-4) + 2*A^(-4)*v^(2) - A^(-2)*v^(3) - v^(2)
5_740m	- v^(2) - A^(2)*v^(3) - A^(4) + 2*A^(4)*v^(2) - A^(6)*v + 2*A^(6)*v^(3) - A^(8)*v^(2) - A^(10)*v - A^(10)*v^(3) + A^(14)*v
5_741|5_741ms	- A^(4) - A^(6) - A^(6)*v - 2*A^(8)*v + A^(10) - A^(10)*v^(2) + 2*A^(12)*v - A^(14) + 2*A^(14)*v^(2) + A^(18) - A^(18)*v^(2)
5_741s|5_741m	+ A^(-18) - A^(-18)*v^(2) - A^(-14) + 2*A^(-14)*v^(2) + 2*A^(-12)*v + A^(-10) - A^(-10)*v^(2) - 2*A^(-8)*v - A^(-6) - A^(-6)*v - A^(-4)
5_742|5_742ms|5_894|5_894ms	- A^(-6) - A^(-6)*v - A^(-4) - A^(-4)*v - A^(-4)*v^(2) + A^(-2) - A^(-2)*v + 1 + v + v^(2) + 2*A^(2)*v - A^(4) - A^(6)*v
5_742s|5_742m|5_894s|5_894m	- A^(-6)*v - A^(-4) + 2*A^(-2)*v + 1 + v + v^(2) + A^(2) - A^(2)*v - A^(4) - A^(4)*v - A^(4)*v^(2) - A^(6) - A^(6)*v
5_743|5_743ms|5_778|5_778ms	- A^(8) + A^(8)*v^(2) - A^(10) + A^(10)*v + A^(10)*v^(2) + A^(12) + A^(12)*v - A^(12)*v^(2) + A^(14) - 2*A^(14)*v - A^(14)*v^(2) - A^(16) - 2*A^(16)*v - A^(18) + A^(20)*v + A^(22)
5_743s|5_743m|5_778s|5_778m	+ A^(-22) + A^(-20)*v - A^(-18) - A^(-16) - 2*A^(-16)*v + A^(-14) - 2*A^(-14)*v - A^(-14)*v^(2) + A^(-12) + A^(-12)*v - A^(-12)*v^(2) - A^(-10) + A^(-10)*v + A^(-10)*v^(2) - A^(-8) + A^(-8)*v^(2)
5_744|5_744ms|5_848|5_848ms	+ A^(-4)*v + A^(-2)*v + A^(-2)*v^(2) + 1 - 2*A^(2)*v - A^(2)*v^(2) - 2*A^(4) - 2*A^(4)*v - A^(6) + A^(8)*v + A^(10)
5_744s|5_744m|5_848s|5_848m	+ A^(-10) + A^(-8)*v - A^(-6) - 2*A^(-4) - 2*A^(-4)*v - 2*A^(-2)*v - A^(-2)*v^(2) + 1 + A^(2)*v + A^(2)*v^(2) + A^(4)*v
5_745|5_745ms|5_849|5_849ms	+ A^(-10) + A^(-8) + A^(-8)*v + A^(-6)*v - 2*A^(-4) - A^(-4)*v - 2*A^(-2) - 2*A^(-2)*v - v + A^(2) + A^(4)*v
5_745s|5_745m|5_849s|5_849m	+ A^(-4)*v + A^(-2) - v - 2*A^(2) - 2*A^(2)*v - 2*A^(4) - A^(4)*v + A^(6)*v + A^(8) + A^(8)*v + A^(10)
5_746|5_746ms	+ A^(-4) + 2*A^(-2) - 2 + v - 4*A^(2) - A^(2)*v - 3*A^(4)*v + 2*A^(6) + 3*A^(8)*v - A^(12)*v
5_746s|5_746m	- A^(-12)*v + 3*A^(-8)*v + 2*A^(-6) - 3*A^(-4)*v - 4*A^(-2) - A^(-2)*v - 2 + v + 2*A^(2) + A^(4)
5_747|5_747ms	- A^(-2)*v - 2 - 2*v - 2*A^(2) - A^(2)*v^(2) + A^(4) + 3*A^(6) - 2*A^(10) + A^(14)
5_747s|5_747m	+ A^(-14) - 2*A^(-10) + 3*A^(-6) + A^(-4) - 2*A^(-2) - A^(-2)*v^(2) - 2 - 2*v - A^(2)*v
5_748|5_748ms|5_764|5_764ms	+ A^(-10)*v + A^(-8) + A^(-8)*v + A^(-6) - 2*A^(-6)*v - 3*A^(-4) - 2*A^(-4)*v - 3*A^(-2) + 1 + v + 3*A^(2) - A^(6)
5_748s|5_748m|5_764s|5_764m	- A^(-6) + 3*A^(-2) + 1 + v - 3*A^(2) - 3*A^(4) - 2*A^(4)*v + A^(6) - 2*A^(6)*v + A^(8) + A^(8)*v + A^(10)*v
5_750|5_750ms|5_765|5_765ms	- A^(-12) - A^(-10) + 2*A^(-8) + 2*A^(-6) - 2*A^(-4) - 4*A^(-2) - A^(-2)*v - 2*v + A^(2) + A^(4)*v
5_750s|5_750m|5_765s|5_765m	+ A^(-4)*v + A^(-2) - 2*v - 4*A^(2) - A^(2)*v - 2*A^(4) + 2*A^(6) + 2*A^(8) - A^(10) - A^(12)
5_753|5_753ms	- 2*v - A^(2) - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - A^(4)*v^(2) + A^(6) + A^(6)*v + A^(8) + A^(8)*v^(2) - A^(12)
5_753s|5_753m	- A^(-12) + A^(-8) + A^(-8)*v^(2) + A^(-6) + A^(-6)*v - A^(-4) - A^(-4)*v^(2) - A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) - 2*v
5_754|5_754ms	- 2*A^(-6) - 2*A^(-4) - 2*A^(-4)*v - 2*A^(-2)*v + 1 + v + 2*A^(2)*v - A^(6)*v
5_754s|5_754m	- A^(-6)*v + 2*A^(-2)*v + 1 + v - 2*A^(2)*v - 2*A^(4) - 2*A^(4)*v - 2*A^(6)
5_755|5_755ms	+ A^(-2)*v + 1 - 2*A^(2)*v - 2*A^(4) - 2*A^(4)*v - A^(6) - A^(6)*v^(2) + A^(10)
5_755s|5_755m	+ A^(-10) - A^(-6) - A^(-6)*v^(2) - 2*A^(-4) - 2*A^(-4)*v - 2*A^(-2)*v + 1 + A^(2)*v
5_756|5_756ms	+ A^(-8) + A^(-6)*v - 2*A^(-4) - 2*A^(-2) - 2*A^(-2)*v - 2*v + A^(4)*v
5_756s|5_756m	+ A^(-4)*v - 2*v - 2*A^(2) - 2*A^(2)*v - 2*A^(4) + A^(6)*v + A^(8)
5_759|5_759ms	- A^(-6) - A^(-4) - 2*A^(-4)*v + A^(-2) - 2*A^(-2)*v - A^(-2)*v^(2) + 1 - v^(2) + A^(2)*v - A^(4) + A^(4)*v^(2)
5_759s|5_759m	- A^(-4) + A^(-4)*v^(2) + A^(-2)*v + 1 - v^(2) + A^(2) - 2*A^(2)*v - A^(2)*v^(2) - A^(4) - 2*A^(4)*v - A^(6)
5_760	- A^(8) + A^(8)*v^(2) + A^(12) - A^(12)*v^(2) - A^(14)*v - A^(16)
5_760m	- A^(-16) - A^(-14)*v + A^(-12) - A^(-12)*v^(2) - A^(-8) + A^(-8)*v^(2)
5_761	- A^(8) - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) - A^(14)*v + A^(14)*v^(3) - A^(16) + A^(16)*v^(2)
5_761m	- A^(-16) + A^(-16)*v^(2) - A^(-14)*v + A^(-14)*v^(3) + A^(-12) - A^(-12)*v^(2) - A^(-10)*v^(3) - A^(-8)
5_762	+ A^(-12) - A^(-12)*v^(2) - A^(-8) + 2*A^(-8)*v^(2) + A^(-6)*v + A^(-4) - A^(-4)*v^(2) - A^(-2)*v
5_762m	- A^(2)*v + A^(4) - A^(4)*v^(2) + A^(6)*v - A^(8) + 2*A^(8)*v^(2) + A^(12) - A^(12)*v^(2)
5_763	+ A^(-14)*v + A^(-12) - A^(-8) + A^(-6)*v - A^(-6)*v^(3) + A^(-4) - A^(-4)*v^(2)
5_763m	+ A^(4) - A^(4)*v^(2) + A^(6)*v - A^(6)*v^(3) - A^(8) + A^(12) + A^(14)*v
5_766|5_766ms	- A^(6) - 2*A^(6)*v - 4*A^(8) - 2*A^(8)*v - 3*A^(10) + A^(12) + A^(12)*v + 3*A^(14) - A^(18)
5_766s|5_766m	- A^(-18) + 3*A^(-14) + A^(-12) + A^(-12)*v - 3*A^(-10) - 4*A^(-8) - 2*A^(-8)*v - A^(-6) - 2*A^(-6)*v
5_767|5_767ms	+ 2*A^(4) + A^(6) - 3*A^(8) - 4*A^(10) - A^(10)*v - 2*A^(12)*v + A^(14) + A^(16)*v
5_767s|5_767m	+ A^(-16)*v + A^(-14) - 2*A^(-12)*v - 4*A^(-10) - A^(-10)*v - 3*A^(-8) + A^(-6) + 2*A^(-4)
5_768	+ A^(-8) - 2*A^(-4) + 1 + v^(2) - A^(4) - 2*A^(4)*v^(2) - 2*A^(6)*v + A^(8)*v^(2) + A^(10)*v
5_768m	+ A^(-10)*v + A^(-8)*v^(2) - 2*A^(-6)*v - A^(-4) - 2*A^(-4)*v^(2) + 1 + v^(2) - 2*A^(4) + A^(8)
5_769	+ A^(-8) - A^(-4) + 2 - A^(4) - A^(4)*v^(2) - A^(6)*v + A^(8)*v^(2) + A^(10)*v
5_769m	+ A^(-10)*v + A^(-8)*v^(2) - A^(-6)*v - A^(-4) - A^(-4)*v^(2) + 2 - A^(4) + A^(8)
5_770	- A^(-6)*v + 3*A^(-2)*v + 1 - A^(2)*v - A^(2)*v^(3) - A^(4) - A^(4)*v^(2) + 2*A^(6)*v + 2*A^(8) - A^(10)*v - A^(12)
5_770m	- A^(-12) - A^(-10)*v + 2*A^(-8) + 2*A^(-6)*v - A^(-4) - A^(-4)*v^(2) - A^(-2)*v - A^(-2)*v^(3) + 1 + 3*A^(2)*v - A^(6)*v
5_771	+ A^(-8) - 2*A^(-4) + 1 + v^(2) + A^(2)*v - A^(4) - A^(4)*v^(2) - A^(6)*v + A^(8)*v^(2) + A^(10)*v
5_771m	+ A^(-10)*v + A^(-8)*v^(2) - A^(-6)*v - A^(-4) - A^(-4)*v^(2) + A^(-2)*v + 1 + v^(2) - 2*A^(4) + A^(8)
5_772	- A^(6)*v + 2*A^(10)*v + A^(12) - A^(14)*v - A^(14)*v^(3) - A^(16)*v^(2) + A^(18)*v + A^(18)*v^(3) + A^(20) + A^(20)*v^(2) - A^(22)*v - A^(24)
5_772m	- A^(-24) - A^(-22)*v + A^(-20) + A^(-20)*v^(2) + A^(-18)*v + A^(-18)*v^(3) - A^(-16)*v^(2) - A^(-14)*v - A^(-14)*v^(3) + A^(-12) + 2*A^(-10)*v - A^(-6)*v
5_773	- 1 + A^(4) + A^(4)*v^(2) + A^(6)*v - A^(8) - A^(8)*v^(2) - A^(10)*v + 2*A^(12)*v^(2) + 2*A^(14)*v - A^(16)*v^(2) - A^(18)*v
5_773m	- A^(-18)*v - A^(-16)*v^(2) + 2*A^(-14)*v + 2*A^(-12)*v^(2) - A^(-10)*v - A^(-8) - A^(-8)*v^(2) + A^(-6)*v + A^(-4) + A^(-4)*v^(2) - 1
5_774	+ A^(-16) - 2*A^(-12) - 4*A^(-10) - A^(-10)*v - 2*A^(-8) - 2*A^(-8)*v - A^(-6)*v
5_774m	- A^(6)*v - 2*A^(8) - 2*A^(8)*v - 4*A^(10) - A^(10)*v - 2*A^(12) + A^(16)
5_775|5_775ms	+ A^(-16) - 2*A^(-12) - 3*A^(-10) - A^(-10)*v - A^(-8)*v + 2*A^(-6) + A^(-6)*v + 2*A^(-4) + A^(-4)*v + A^(-2)
5_775s|5_775m	+ A^(2) + 2*A^(4) + A^(4)*v + 2*A^(6) + A^(6)*v - A^(8)*v - 3*A^(10) - A^(10)*v - 2*A^(12) + A^(16)
5_776|5_776ms	+ A^(-16) - 2*A^(-12) - 3*A^(-10) - A^(-10)*v - A^(-8) - A^(-8)*v + A^(-6) + A^(-4)
5_776s|5_776m	+ A^(4) + A^(6) - A^(8) - A^(8)*v - 3*A^(10) - A^(10)*v - 2*A^(12) + A^(16)
5_777	- A^(-14)*v - 2*A^(-12) - 2*A^(-10) + 2*A^(-6) + A^(-4)
5_777m	+ A^(4) + 2*A^(6) - 2*A^(10) - 2*A^(12) - A^(14)*v
5_780|5_780ms	- A^(-6) + 2*A^(-2) + 2 + v - A^(2) - 2*A^(4) - 2*A^(4)*v - 2*A^(6) - A^(6)*v - A^(8)
5_780s|5_780m	- A^(-8) - 2*A^(-6) - A^(-6)*v - 2*A^(-4) - 2*A^(-4)*v - A^(-2) + 2 + v + 2*A^(2) - A^(6)
5_783|5_783ms	- A^(-6)*v + 3*A^(-2)*v + 1 + 2*v + v^(2) - 2*A^(2)*v + A^(2)*v^(2) - A^(4) - 2*A^(4)*v - A^(4)*v^(2) - A^(6) - A^(6)*v^(2) + A^(8) + A^(10)
5_783s|5_783m	+ A^(-10) + A^(-8) - A^(-6) - A^(-6)*v^(2) - A^(-4) - 2*A^(-4)*v - A^(-4)*v^(2) - 2*A^(-2)*v + A^(-2)*v^(2) + 1 + 2*v + v^(2) + 3*A^(2)*v - A^(6)*v
5_784|5_784ms	- A^(-12) + 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6) + 2*A^(-6)*v + A^(-4)*v - 2*A^(-4)*v^(2) - A^(-2)*v - 2*A^(-2)*v^(2) - A^(-2)*v^(3) - v - v^(3) + A^(2)*v + A^(4)*v
5_784s|5_784m	+ A^(-4)*v + A^(-2)*v - v - v^(3) - A^(2)*v - 2*A^(2)*v^(2) - A^(2)*v^(3) + A^(4)*v - 2*A^(4)*v^(2) + 2*A^(6) + 2*A^(6)*v + 2*A^(8) + A^(8)*v^(2) - A^(12)
5_785|5_785ms	+ A^(-10)*v + A^(-8)*v^(2) - 2*A^(-6)*v - A^(-4) - 2*A^(-4)*v - 2*A^(-4)*v^(2) - 2*A^(-2)*v^(2) + 1 + v^(2) + A^(2) + A^(2)*v^(2) - A^(4) - A^(6)
5_785s|5_785m	- A^(-6) - A^(-4) + A^(-2) + A^(-2)*v^(2) + 1 + v^(2) - 2*A^(2)*v^(2) - A^(4) - 2*A^(4)*v - 2*A^(4)*v^(2) - 2*A^(6)*v + A^(8)*v^(2) + A^(10)*v
5_786|5_786ms	+ A^(-16) + A^(-14)*v - 2*A^(-12) - 2*A^(-10) - 3*A^(-10)*v - 2*A^(-8)*v + 2*A^(-6)*v + 2*A^(-4)*v - A^(-2)*v - v
5_786s|5_786m	- v - A^(2)*v + 2*A^(4)*v + 2*A^(6)*v - 2*A^(8)*v - 2*A^(10) - 3*A^(10)*v - 2*A^(12) + A^(14)*v + A^(16)
5_788|5_788ms	- A^(6)*v - A^(8) + 2*A^(10)*v + A^(12) + A^(12)*v^(2) - 2*A^(14)*v - 2*A^(16) - 2*A^(16)*v - A^(16)*v^(2) - A^(18) - A^(18)*v^(2) + A^(20) + A^(22)
5_788s|5_788m	+ A^(-22) + A^(-20) - A^(-18) - A^(-18)*v^(2) - 2*A^(-16) - 2*A^(-16)*v - A^(-16)*v^(2) - 2*A^(-14)*v + A^(-12) + A^(-12)*v^(2) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_789|5_789ms	- 1 - A^(2)*v + 2*A^(4) + 2*A^(6)*v - 2*A^(8) - 2*A^(10) - 3*A^(10)*v - 2*A^(12)*v + A^(14)*v + A^(16)*v
5_789s|5_789m	+ A^(-16)*v + A^(-14)*v - 2*A^(-12)*v - 2*A^(-10) - 3*A^(-10)*v - 2*A^(-8) + 2*A^(-6)*v + 2*A^(-4) - A^(-2)*v - 1
5_790	+ A^(8) - A^(12) - A^(14)*v + A^(16) + A^(18)*v - A^(20) - A^(22)*v + A^(24) + A^(26)*v
5_790m	+ A^(-26)*v + A^(-24) - A^(-22)*v - A^(-20) + A^(-18)*v + A^(-16) - A^(-14)*v - A^(-12) + A^(-8)
5_791|5_791ms	+ A^(8) - A^(12) - A^(14)*v + 2*A^(16) + 2*A^(18)*v - A^(20) - 2*A^(22)*v + A^(26)*v
5_791s|5_791m	+ A^(-26)*v - 2*A^(-22)*v - A^(-20) + 2*A^(-18)*v + 2*A^(-16) - A^(-14)*v - A^(-12) + A^(-8)
5_792	- A^(10)*v - A^(12) + A^(16) - A^(20) + A^(24) - A^(28)
5_792m	- A^(-28) + A^(-24) - A^(-20) + A^(-16) - A^(-12) - A^(-10)*v
5_793|5_793ms|5_794|5_794ms	+ A^(-4) - 2 - 2*A^(2) - A^(2)*v + 2*A^(4) - A^(4)*v + 3*A^(6) + A^(6)*v + 2*A^(8)*v - A^(10) - A^(12)*v
5_793s|5_793m|5_794s|5_794m	- A^(-12)*v - A^(-10) + 2*A^(-8)*v + 3*A^(-6) + A^(-6)*v + 2*A^(-4) - A^(-4)*v - 2*A^(-2) - A^(-2)*v - 2 + A^(4)
5_795|5_795ms	+ A^(-4) - 2 - 2*A^(2) - A^(2)*v + A^(4) - A^(4)*v + 2*A^(6) - A^(8) + A^(8)*v - 2*A^(10) - A^(12)*v
5_795s|5_795m	- A^(-12)*v - 2*A^(-10) - A^(-8) + A^(-8)*v + 2*A^(-6) + A^(-4) - A^(-4)*v - 2*A^(-2) - A^(-2)*v - 2 + A^(4)
5_797|5_797ms	- A^(-2)*v - 2 - A^(2) + 2*A^(4) + 2*A^(6) - A^(8) - 2*A^(10) + A^(14)
5_797s|5_797m	+ A^(-14) - 2*A^(-10) - A^(-8) + 2*A^(-6) + 2*A^(-4) - A^(-2) - 2 - A^(2)*v
5_800	+ A^(4) - 2*A^(8) - A^(10)*v + 2*A^(12) + A^(14)*v - A^(16) - A^(18)*v + A^(20) + A^(22)*v
5_800m	+ A^(-22)*v + A^(-20) - A^(-18)*v - A^(-16) + A^(-14)*v + 2*A^(-12) - A^(-10)*v - 2*A^(-8) + A^(-4)
5_801	- A^(6)*v - A^(8) + A^(10)*v + 2*A^(12) - A^(14)*v - 2*A^(16) + A^(20) - A^(24)
5_801m	- A^(-24) + A^(-20) - 2*A^(-16) - A^(-14)*v + 2*A^(-12) + A^(-10)*v - A^(-8) - A^(-6)*v
5_802|5_802ms|5_809|5_809ms	- A^(-18)*v - A^(-16) + 2*A^(-14)*v + 2*A^(-12) + A^(-12)*v + A^(-10) - 2*A^(-10)*v - 3*A^(-8) - A^(-8)*v - 2*A^(-6) + A^(-4) + A^(-2)
5_802s|5_802m|5_809s|5_809m	+ A^(2) + A^(4) - 2*A^(6) - 3*A^(8) - A^(8)*v + A^(10) - 2*A^(10)*v + 2*A^(12) + A^(12)*v + 2*A^(14)*v - A^(16) - A^(18)*v
5_803|5_803ms|5_808|5_808ms	- A^(-18)*v + 3*A^(-14)*v + 3*A^(-12) + A^(-12)*v + A^(-10) - 2*A^(-10)*v - 3*A^(-8) - A^(-8)*v - 2*A^(-6) + A^(-4) + A^(-2)
5_803s|5_803m|5_808s|5_808m	+ A^(2) + A^(4) - 2*A^(6) - 3*A^(8) - A^(8)*v + A^(10) - 2*A^(10)*v + 3*A^(12) + A^(12)*v + 3*A^(14)*v - A^(18)*v
5_804|5_804ms	- A^(-18)*v - 2*A^(-16) - A^(-14) + A^(-14)*v + 2*A^(-12) + A^(-10) - A^(-10)*v - 2*A^(-8) - A^(-6) + A^(-4) + A^(-2)
5_804s|5_804m	+ A^(2) + A^(4) - A^(6) - 2*A^(8) + A^(10) - A^(10)*v + 2*A^(12) - A^(14) + A^(14)*v - 2*A^(16) - A^(18)*v
5_805|5_805ms|5_810|5_810ms	+ A^(-20) - 2*A^(-16) - A^(-14) + 2*A^(-12) + A^(-10) - 2*A^(-8) - 2*A^(-6) - A^(-6)*v - A^(-4)*v
5_805s|5_805m|5_810s|5_810m	- A^(4)*v - 2*A^(6) - A^(6)*v - 2*A^(8) + A^(10) + 2*A^(12) - A^(14) - 2*A^(16) + A^(20)
5_806	- A^(6)*v + 3*A^(10)*v + 2*A^(12) + A^(12)*v^(2) - 2*A^(14)*v - 2*A^(16) - A^(16)*v^(2) + 2*A^(20) - A^(24)
5_806m	- A^(-24) + 2*A^(-20) - 2*A^(-16) - A^(-16)*v^(2) - 2*A^(-14)*v + 2*A^(-12) + A^(-12)*v^(2) + 3*A^(-10)*v - A^(-6)*v
5_807	- A^(6)*v - A^(8) + 2*A^(10)*v + A^(12) + A^(12)*v^(2) - 2*A^(14)*v - 2*A^(16) - A^(16)*v^(2) + 2*A^(20) - A^(24)
