0_1	+ 1
5_675ms|5_681s	- A^(-18)*w1 - A^(-16)*q1 + 2*A^(-14)*w1 + A^(-12)*w2 + 2*A^(-12)*q1 - A^(-10)*w1 + A^(-10)*q2 - A^(-8) - A^(-8)*w2 - 2*A^(-8)*q1 - A^(-6)*v - A^(-6)*q2 - A^(-6)*q1^(2) - A^(-4)*q1
5_675s|5_681ms	- A^(4)*q1 - A^(6)*v - A^(6)*q2 - A^(6)*q1^(2) - A^(8) - A^(8)*w2 - 2*A^(8)*q1 - A^(10)*w1 + A^(10)*q2 + A^(12)*w2 + 2*A^(12)*q1 + 2*A^(14)*w1 - A^(16)*q1 - A^(18)*w1
5_675m|5_681	- A^(4)*p1 - A^(6)*v - A^(6)*p2 - A^(6)*p1^(2) - A^(8) - 2*A^(8)*p1 - A^(8)*m2 + A^(10)*p2 - A^(10)*m1 + 2*A^(12)*p1 + A^(12)*m2 + 2*A^(14)*m1 - A^(16)*p1 - A^(18)*m1
5_676	- A^(6)*v - A^(6)*p2 - A^(8) - A^(8)*p1 - 2*A^(8)*m2 - 3*A^(10)*m1 + A^(14)*m1
5_676ms	- A^(6)*v - A^(6)*q2 - A^(8) - 2*A^(8)*w2 - A^(8)*q1 - 3*A^(10)*w1 + A^(14)*w1
5_676s	+ A^(-14)*w1 - 3*A^(-10)*w1 - A^(-8) - 2*A^(-8)*w2 - A^(-8)*q1 - A^(-6)*v - A^(-6)*q2
5_676m	+ A^(-14)*m1 - 3*A^(-10)*m1 - A^(-8) - A^(-8)*p1 - 2*A^(-8)*m2 - A^(-6)*v - A^(-6)*p2
5_677	- 1 - m2 - A^(2)*v - 2*A^(2)*p2 - A^(2)*m1 - A^(4)*p2^(2) - 3*A^(4)*p1 + A^(4)*m2 - 2*A^(6)*p1^(2) + 2*A^(6)*m1 + A^(8)*p1 + A^(10)*p1^(2) - A^(10)*m1
5_677ms	- 1 - w2 - A^(2)*w1 - A^(2)*v - 2*A^(2)*q2 + A^(4)*w2 - A^(4)*q2^(2) - 3*A^(4)*q1 + 2*A^(6)*w1 - 2*A^(6)*q1^(2) + A^(8)*q1 - A^(10)*w1 + A^(10)*q1^(2)
5_677s	- A^(-10)*w1 + A^(-10)*q1^(2) + A^(-8)*q1 + 2*A^(-6)*w1 - 2*A^(-6)*q1^(2) + A^(-4)*w2 - A^(-4)*q2^(2) - 3*A^(-4)*q1 - A^(-2)*w1 - A^(-2)*v - 2*A^(-2)*q2 - 1 - w2
5_677m	+ A^(-10)*p1^(2) - A^(-10)*m1 + A^(-8)*p1 - 2*A^(-6)*p1^(2) + 2*A^(-6)*m1 - A^(-4)*p2^(2) - 3*A^(-4)*p1 + A^(-4)*m2 - A^(-2)*v - 2*A^(-2)*p2 - A^(-2)*m1 - 1 - m2
5_678	+ A^(-10)*v + 2*A^(-8) - 2*A^(-6)*v + A^(-6)*m1 - 4*A^(-4) - A^(-4)*q1 - 3*A^(-2)*w1 - 2*A^(-2)*m1 + A^(2)*w1 + A^(2)*m1 + A^(4)
5_678ms	+ A^(-10)*v + 2*A^(-8) + A^(-6)*w1 - 2*A^(-6)*v - 4*A^(-4) - A^(-4)*p1 - 2*A^(-2)*w1 - 3*A^(-2)*m1 + A^(2)*w1 + A^(2)*m1 + A^(4)
5_678s	+ A^(-4) + A^(-2)*w1 + A^(-2)*m1 - 2*A^(2)*w1 - 3*A^(2)*m1 - 4*A^(4) - A^(4)*p1 + A^(6)*w1 - 2*A^(6)*v + 2*A^(8) + A^(10)*v
5_678m	+ A^(-4) + A^(-2)*w1 + A^(-2)*m1 - 3*A^(2)*w1 - 2*A^(2)*m1 - 4*A^(4) - A^(4)*q1 - 2*A^(6)*v + A^(6)*m1 + 2*A^(8) + A^(10)*v
5_679	- A^(-12) + 3*A^(-8) + A^(-6)*w1 + A^(-6)*m1 - 3*A^(-4) - 3*A^(-2)*w1 - A^(-2)*v - 3*A^(-2)*m1 - 2 - q1 - p1 - A^(2)*v
5_679m	- A^(-2)*v - 2 - q1 - p1 - 3*A^(2)*w1 - A^(2)*v - 3*A^(2)*m1 - 3*A^(4) + A^(6)*w1 + A^(6)*m1 + 3*A^(8) - A^(12)
5_680	- A^(-12) + 3*A^(-8) + A^(-6)*w1 + A^(-6)*m1 - 3*A^(-4) - 2*A^(-2)*w1 - A^(-2)*v - 2*A^(-2)*m1 - 1 + A^(2)*w1 + A^(2)*m1 + A^(4)
5_680m	+ A^(-4) + A^(-2)*w1 + A^(-2)*m1 - 1 - 2*A^(2)*w1 - A^(2)*v - 2*A^(2)*m1 - 3*A^(4) + A^(6)*w1 + A^(6)*m1 + 3*A^(8) - A^(12)
5_683	+ A^(-2)*m1 - A^(2)*w1 - A^(2)*v - 2*A^(2)*m1 - 3*A^(4) - A^(4)*q1 - A^(4)*p1 - A^(6)*w1 - A^(6)*v - A^(6)*m1
5_683ms	+ A^(-2)*w1 - 2*A^(2)*w1 - A^(2)*v - A^(2)*m1 - 3*A^(4) - A^(4)*q1 - A^(4)*p1 - A^(6)*w1 - A^(6)*v - A^(6)*m1
5_683s	- A^(-6)*w1 - A^(-6)*v - A^(-6)*m1 - 3*A^(-4) - A^(-4)*q1 - A^(-4)*p1 - 2*A^(-2)*w1 - A^(-2)*v - A^(-2)*m1 + A^(2)*w1
5_683m	- A^(-6)*w1 - A^(-6)*v - A^(-6)*m1 - 3*A^(-4) - A^(-4)*q1 - A^(-4)*p1 - A^(-2)*w1 - A^(-2)*v - 2*A^(-2)*m1 + A^(2)*m1
5_684	+ A^(-4)*q1 + A^(-2)*w1 - 2*q1 - 3*A^(2)*w1 - A^(2)*v - A^(2)*q2 - 2*A^(4) - 2*A^(4)*w2 + A^(8)
5_684ms	+ A^(-4)*p1 + A^(-2)*m1 - 2*p1 - A^(2)*v - A^(2)*p2 - 3*A^(2)*m1 - 2*A^(4) - 2*A^(4)*m2 + A^(8)
5_684s	+ A^(-8) - 2*A^(-4) - 2*A^(-4)*m2 - A^(-2)*v - A^(-2)*p2 - 3*A^(-2)*m1 - 2*p1 + A^(2)*m1 + A^(4)*p1
5_684m	+ A^(-8) - 2*A^(-4) - 2*A^(-4)*w2 - 3*A^(-2)*w1 - A^(-2)*v - A^(-2)*q2 - 2*q1 + A^(2)*w1 + A^(4)*q1
5_685	- A^(-6)*w1 + 2*A^(-2)*w1 + 1 + w2 - 2*A^(2)*w1 - 2*A^(4) - A^(4)*w2 - A^(4)*q1 - A^(6)*w1 - A^(6)*v
5_685ms	- A^(-6)*m1 + 2*A^(-2)*m1 + 1 + m2 - 2*A^(2)*m1 - 2*A^(4) - A^(4)*p1 - A^(4)*m2 - A^(6)*v - A^(6)*m1
5_685s	- A^(-6)*v - A^(-6)*m1 - 2*A^(-4) - A^(-4)*p1 - A^(-4)*m2 - 2*A^(-2)*m1 + 1 + m2 + 2*A^(2)*m1 - A^(6)*m1
5_685m	- A^(-6)*w1 - A^(-6)*v - 2*A^(-4) - A^(-4)*w2 - A^(-4)*q1 - 2*A^(-2)*w1 + 1 + w2 + 2*A^(2)*w1 - A^(6)*w1
5_688	- A^(-4) + A^(-4)*v^(2) + A^(-2)*v + 2 - 2*v^(2) - A^(2)*v^(3) - 2*A^(2)*p1^(2) + 2*A^(2)*m1 - A^(4)*p1^(3) + A^(6)*v + A^(8)*p1
5_688ms	- A^(-4) + A^(-4)*v^(2) + A^(-2)*v + 2 - 2*v^(2) + 2*A^(2)*w1 - A^(2)*v^(3) - 2*A^(2)*q1^(2) - A^(4)*q1^(3) + A^(6)*v + A^(8)*q1
5_688s	+ A^(-8)*q1 + A^(-6)*v - A^(-4)*q1^(3) + 2*A^(-2)*w1 - A^(-2)*v^(3) - 2*A^(-2)*q1^(2) + 2 - 2*v^(2) + A^(2)*v - A^(4) + A^(4)*v^(2)
5_688m	+ A^(-8)*p1 + A^(-6)*v - A^(-4)*p1^(3) - A^(-2)*v^(3) - 2*A^(-2)*p1^(2) + 2*A^(-2)*m1 + 2 - 2*v^(2) + A^(2)*v - A^(4) + A^(4)*v^(2)
5_689	+ A^(-14)*v - A^(-12) + A^(-12)*v^(2) - 2*A^(-10)*v + A^(-8) - 2*A^(-8)*v^(2) - 2*A^(-8)*p1 - 2*A^(-6)*p1^(2) + A^(-6)*m1 - A^(-4) + A^(-4)*v^(2) + A^(-2)*p1^(2) - A^(-2)*m1
5_689ms	+ A^(-14)*v - A^(-12) + A^(-12)*v^(2) - 2*A^(-10)*v + A^(-8) - 2*A^(-8)*v^(2) - 2*A^(-8)*q1 + A^(-6)*w1 - 2*A^(-6)*q1^(2) - A^(-4) + A^(-4)*v^(2) - A^(-2)*w1 + A^(-2)*q1^(2)
5_689s	- A^(2)*w1 + A^(2)*q1^(2) - A^(4) + A^(4)*v^(2) + A^(6)*w1 - 2*A^(6)*q1^(2) + A^(8) - 2*A^(8)*v^(2) - 2*A^(8)*q1 - 2*A^(10)*v - A^(12) + A^(12)*v^(2) + A^(14)*v
5_689m	+ A^(2)*p1^(2) - A^(2)*m1 - A^(4) + A^(4)*v^(2) - 2*A^(6)*p1^(2) + A^(6)*m1 + A^(8) - 2*A^(8)*v^(2) - 2*A^(8)*p1 - 2*A^(10)*v - A^(12) + A^(12)*v^(2) + A^(14)*v
5_693	+ A^(-2)*p2 + m2 - A^(2)*v - A^(2)*p2 - A^(4) - A^(4)*p1 - A^(4)*m2 - 2*A^(6)*m1
5_693ms	+ A^(-2)*q2 + w2 - A^(2)*v - A^(2)*q2 - A^(4) - A^(4)*w2 - A^(4)*q1 - 2*A^(6)*w1
5_693s	- 2*A^(-6)*w1 - A^(-4) - A^(-4)*w2 - A^(-4)*q1 - A^(-2)*v - A^(-2)*q2 + w2 + A^(2)*q2
5_693m	- 2*A^(-6)*m1 - A^(-4) - A^(-4)*p1 - A^(-4)*m2 - A^(-2)*v - A^(-2)*p2 + m2 + A^(2)*p2
5_694	+ A^(-8)*m2 + A^(-6)*p2 - A^(-4) - A^(-4)*m2 - A^(-2)*v - A^(-2)*p2 - A^(-2)*m1 - 2*p1 - A^(2)*p1^(2) + A^(2)*m1
5_694ms	+ A^(-8)*w2 + A^(-6)*q2 - A^(-4) - A^(-4)*w2 - A^(-2)*w1 - A^(-2)*v - A^(-2)*q2 - 2*q1 + A^(2)*w1 - A^(2)*q1^(2)
5_694s	+ A^(-2)*w1 - A^(-2)*q1^(2) - 2*q1 - A^(2)*w1 - A^(2)*v - A^(2)*q2 - A^(4) - A^(4)*w2 + A^(6)*q2 + A^(8)*w2
5_694m	- A^(-2)*p1^(2) + A^(-2)*m1 - 2*p1 - A^(2)*v - A^(2)*p2 - A^(2)*m1 - A^(4) - A^(4)*m2 + A^(6)*p2 + A^(8)*m2
5_696	- A^(6)*v - A^(8) + A^(10)*v + 2*A^(12) - A^(14)*v - 2*A^(16) - A^(16)*p1 - 2*A^(18)*m1
5_696ms	- A^(6)*v - A^(8) + A^(10)*v + 2*A^(12) - A^(14)*v - 2*A^(16) - A^(16)*q1 - 2*A^(18)*w1
5_696s	- 2*A^(-18)*w1 - 2*A^(-16) - A^(-16)*q1 - A^(-14)*v + 2*A^(-12) + A^(-10)*v - A^(-8) - A^(-6)*v
5_696m	- 2*A^(-18)*m1 - 2*A^(-16) - A^(-16)*p1 - A^(-14)*v + 2*A^(-12) + A^(-10)*v - A^(-8) - A^(-6)*v
5_697	- 1 - A^(2)*v + A^(4) + 2*A^(6)*v - 2*A^(8) + A^(8)*v^(2) - 2*A^(10)*v - A^(10)*m1 + A^(12) - A^(12)*v^(2) - 2*A^(12)*p1 - A^(14)*p1^(2) + A^(14)*m1
5_697ms	- 1 - A^(2)*v + A^(4) + 2*A^(6)*v - 2*A^(8) + A^(8)*v^(2) - A^(10)*w1 - 2*A^(10)*v + A^(12) - A^(12)*v^(2) - 2*A^(12)*q1 + A^(14)*w1 - A^(14)*q1^(2)
5_697s	+ A^(-14)*w1 - A^(-14)*q1^(2) + A^(-12) - A^(-12)*v^(2) - 2*A^(-12)*q1 - A^(-10)*w1 - 2*A^(-10)*v - 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v + A^(-4) - A^(-2)*v - 1
5_697m	- A^(-14)*p1^(2) + A^(-14)*m1 + A^(-12) - A^(-12)*v^(2) - 2*A^(-12)*p1 - 2*A^(-10)*v - A^(-10)*m1 - 2*A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v + A^(-4) - A^(-2)*v - 1
5_698	+ A^(4) + A^(6)*v - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) - A^(14)*v + A^(14)*v^(3) - A^(16) + A^(16)*v^(2)
5_698m	- A^(-16) + A^(-16)*v^(2) - A^(-14)*v + A^(-14)*v^(3) + A^(-12) - A^(-12)*v^(2) - A^(-10)*v^(3) + A^(-6)*v + A^(-4)
5_700	- 1 - A^(2)*v + A^(4) + 2*A^(6)*v - A^(8) + A^(8)*v^(2) - 2*A^(10)*v - A^(12)*v^(2)
5_700m	- A^(-12)*v^(2) - 2*A^(-10)*v - A^(-8) + A^(-8)*v^(2) + 2*A^(-6)*v + A^(-4) - A^(-2)*v - 1
5_701|5_888	- A^(6)*w1 - A^(6)*v - A^(6)*m1 - 2*A^(8) - A^(8)*q1 - A^(8)*p1 - A^(10)*v - A^(10)*m1 + A^(12) + A^(12)*q1 + A^(14)*w1 + A^(14)*v
5_701ms|5_888ms	- A^(6)*w1 - A^(6)*v - A^(6)*m1 - 2*A^(8) - A^(8)*q1 - A^(8)*p1 - A^(10)*w1 - A^(10)*v + A^(12) + A^(12)*p1 + A^(14)*v + A^(14)*m1
5_701s|5_888s	+ A^(-14)*v + A^(-14)*m1 + A^(-12) + A^(-12)*p1 - A^(-10)*w1 - A^(-10)*v - 2*A^(-8) - A^(-8)*q1 - A^(-8)*p1 - A^(-6)*w1 - A^(-6)*v - A^(-6)*m1
5_701m|5_888m	+ A^(-14)*w1 + A^(-14)*v + A^(-12) + A^(-12)*q1 - A^(-10)*v - A^(-10)*m1 - 2*A^(-8) - A^(-8)*q1 - A^(-8)*p1 - A^(-6)*w1 - A^(-6)*v - A^(-6)*m1
5_702	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) - A^(16) + A^(16)*v^(2) + A^(18)*v + A^(20) - A^(20)*v^(2) - A^(22)*v
5_702m	- A^(-22)*v + A^(-20) - A^(-20)*v^(2) + A^(-18)*v - A^(-16) + A^(-16)*v^(2) + A^(-12) - A^(-12)*v^(2) + 2*A^(-10)*v - A^(-10)*v^(3)
5_704|2_1*3_9	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) + 2*A^(12)*p1 - A^(12)*p1^(3) - A^(14)*p1^(2) + A^(14)*m1 - 2*A^(16)*p1 + A^(16)*p1^(3) + A^(18)*p1^(2) - A^(18)*m1
5_704ms|2_1ms*3_9	+ 2*A^(10)*v - A^(10)*v^(3) + A^(12) - A^(12)*v^(2) + 2*A^(12)*q1 - A^(12)*q1^(3) + A^(14)*w1 - A^(14)*q1^(2) - 2*A^(16)*q1 + A^(16)*q1^(3) - A^(18)*w1 + A^(18)*q1^(2)
5_704s|2_1s*3_9m	- A^(-18)*w1 + A^(-18)*q1^(2) - 2*A^(-16)*q1 + A^(-16)*q1^(3) + A^(-14)*w1 - A^(-14)*q1^(2) + A^(-12) - A^(-12)*v^(2) + 2*A^(-12)*q1 - A^(-12)*q1^(3) + 2*A^(-10)*v - A^(-10)*v^(3)
5_704m|2_1m*3_9m	+ A^(-18)*p1^(2) - A^(-18)*m1 - 2*A^(-16)*p1 + A^(-16)*p1^(3) - A^(-14)*p1^(2) + A^(-14)*m1 + A^(-12) - A^(-12)*v^(2) + 2*A^(-12)*p1 - A^(-12)*p1^(3) + 2*A^(-10)*v - A^(-10)*v^(3)
5_705|2_1*3_9m	+ A^(-4) - A^(-4)*v^(2) + 2*A^(-2)*v - A^(-2)*v^(3) - A^(-2)*p1^(2) + A^(-2)*m1 + 2*p1 - p1^(3) + A^(2)*p1^(2) - A^(2)*m1 - 2*A^(4)*p1 + A^(4)*p1^(3)
5_705ms|2_1ms*3_9m	+ A^(-4) - A^(-4)*v^(2) + A^(-2)*w1 + 2*A^(-2)*v - A^(-2)*v^(3) - A^(-2)*q1^(2) + 2*q1 - q1^(3) - A^(2)*w1 + A^(2)*q1^(2) - 2*A^(4)*q1 + A^(4)*q1^(3)
5_705s|2_1s*3_9	- 2*A^(-4)*q1 + A^(-4)*q1^(3) - A^(-2)*w1 + A^(-2)*q1^(2) + 2*q1 - q1^(3) + A^(2)*w1 + 2*A^(2)*v - A^(2)*v^(3) - A^(2)*q1^(2) + A^(4) - A^(4)*v^(2)
5_705m|2_1m*3_9	- 2*A^(-4)*p1 + A^(-4)*p1^(3) + A^(-2)*p1^(2) - A^(-2)*m1 + 2*p1 - p1^(3) + 2*A^(2)*v - A^(2)*v^(3) - A^(2)*p1^(2) + A^(2)*m1 + A^(4) - A^(4)*v^(2)
5_706	+ 2*A^(6)*v - A^(6)*v^(3) - A^(10)*v + A^(10)*v^(3) + A^(14)*v - A^(14)*v^(3) + A^(16) - A^(16)*v^(2)
5_706m	+ A^(-16) - A^(-16)*v^(2) + A^(-14)*v - A^(-14)*v^(3) - A^(-10)*v + A^(-10)*v^(3) + 2*A^(-6)*v - A^(-6)*v^(3)
5_707	+ A^(-8) - A^(-8)*v^(2) - 2*A^(-4)*v^(2) + A^(-4)*v^(4) + 2*v^(2) - v^(4) + 2*A^(2)*v - A^(2)*v^(3)
5_707m	+ 2*A^(-2)*v - A^(-2)*v^(3) + 2*v^(2) - v^(4) - 2*A^(4)*v^(2) + A^(4)*v^(4) + A^(8) - A^(8)*v^(2)
5_708	- 2*A^(2)*v + A^(2)*v^(3) + 2*A^(6)*v^(3) - A^(6)*v^(5) + 2*A^(8)*v^(2) - A^(8)*v^(4) - A^(10)*v + A^(10)*v^(3) - A^(12) + A^(12)*v^(2)
5_708m	- A^(-12) + A^(-12)*v^(2) - A^(-10)*v + A^(-10)*v^(3) + 2*A^(-8)*v^(2) - A^(-8)*v^(4) + 2*A^(-6)*v^(3) - A^(-6)*v^(5) - 2*A^(-2)*v + A^(-2)*v^(3)
5_709	- A^(-12) + A^(-12)*v^(2) + A^(-8)*v^(2) - A^(-8)*v^(4) + A^(-6)*v - A^(-6)*v^(3) - 2*A^(-4)*v^(2) + A^(-4)*v^(4) - 2*A^(-2)*v + A^(-2)*v^(3)
5_709m	- 2*A^(2)*v + A^(2)*v^(3) - 2*A^(4)*v^(2) + A^(4)*v^(4) + A^(6)*v - A^(6)*v^(3) + A^(8)*v^(2) - A^(8)*v^(4) - A^(12) + A^(12)*v^(2)
5_710|5_711	+ A^(8) + 2*A^(10)*m1 + A^(12)*p1 - 3*A^(14)*m1 - A^(16) - 2*A^(16)*p1 - A^(18)*v + A^(18)*m1 + A^(20) + A^(20)*p1 + A^(22)*v
5_710ms|5_711ms	+ A^(8) + 2*A^(10)*w1 + A^(12)*q1 - 3*A^(14)*w1 - A^(16) - 2*A^(16)*q1 + A^(18)*w1 - A^(18)*v + A^(20) + A^(20)*q1 + A^(22)*v
5_710s|5_711s	+ A^(-22)*v + A^(-20) + A^(-20)*q1 + A^(-18)*w1 - A^(-18)*v - A^(-16) - 2*A^(-16)*q1 - 3*A^(-14)*w1 + A^(-12)*q1 + 2*A^(-10)*w1 + A^(-8)
5_710m|5_711m	+ A^(-22)*v + A^(-20) + A^(-20)*p1 - A^(-18)*v + A^(-18)*m1 - A^(-16) - 2*A^(-16)*p1 - 3*A^(-14)*m1 + A^(-12)*p1 + 2*A^(-10)*m1 + A^(-8)
5_712	- A^(10)*v - A^(12) - A^(12)*p1 - 2*A^(14)*m1 + A^(16)*p1 + 2*A^(18)*m1 + A^(20) - A^(20)*p1 - 2*A^(22)*m1 - A^(24)
5_712ms	- A^(10)*v - A^(12) - A^(12)*q1 - 2*A^(14)*w1 + A^(16)*q1 + 2*A^(18)*w1 + A^(20) - A^(20)*q1 - 2*A^(22)*w1 - A^(24)
5_712s	- A^(-24) - 2*A^(-22)*w1 + A^(-20) - A^(-20)*q1 + 2*A^(-18)*w1 + A^(-16)*q1 - 2*A^(-14)*w1 - A^(-12) - A^(-12)*q1 - A^(-10)*v
5_712m	- A^(-24) - 2*A^(-22)*m1 + A^(-20) - A^(-20)*p1 + 2*A^(-18)*m1 + A^(-16)*p1 - 2*A^(-14)*m1 - A^(-12) - A^(-12)*p1 - A^(-10)*v
5_713	+ A^(8) + A^(10)*m1 - A^(12) - A^(14)*v - 2*A^(14)*m1 - A^(16) + 2*A^(18)*m1 + A^(20) - A^(22)*m1 - A^(24)
5_713ms	+ A^(8) + A^(10)*w1 - A^(12) - 2*A^(14)*w1 - A^(14)*v - A^(16) + 2*A^(18)*w1 + A^(20) - A^(22)*w1 - A^(24)
5_713s	- A^(-24) - A^(-22)*w1 + A^(-20) + 2*A^(-18)*w1 - A^(-16) - 2*A^(-14)*w1 - A^(-14)*v - A^(-12) + A^(-10)*w1 + A^(-8)
5_713m	- A^(-24) - A^(-22)*m1 + A^(-20) + 2*A^(-18)*m1 - A^(-16) - A^(-14)*v - 2*A^(-14)*m1 - A^(-12) + A^(-10)*m1 + A^(-8)
5_714	+ A^(8) + 2*A^(10)*w1 + A^(10)*m1 + 2*A^(12) + A^(12)*q1 - 2*A^(14)*w1 + A^(14)*v - A^(14)*m1 - 3*A^(16) - A^(16)*q1 - 2*A^(18)*v + A^(20) + A^(22)*v
5_714ms	+ A^(8) + A^(10)*w1 + 2*A^(10)*m1 + 2*A^(12) + A^(12)*p1 - A^(14)*w1 + A^(14)*v - 2*A^(14)*m1 - 3*A^(16) - A^(16)*p1 - 2*A^(18)*v + A^(20) + A^(22)*v
5_714s	+ A^(-22)*v + A^(-20) - 2*A^(-18)*v - 3*A^(-16) - A^(-16)*p1 - A^(-14)*w1 + A^(-14)*v - 2*A^(-14)*m1 + 2*A^(-12) + A^(-12)*p1 + A^(-10)*w1 + 2*A^(-10)*m1 + A^(-8)
5_714m	+ A^(-22)*v + A^(-20) - 2*A^(-18)*v - 3*A^(-16) - A^(-16)*q1 - 2*A^(-14)*w1 + A^(-14)*v - A^(-14)*m1 + 2*A^(-12) + A^(-12)*q1 + 2*A^(-10)*w1 + A^(-10)*m1 + A^(-8)
5_715	- A^(10)*v - A^(12) - A^(12)*q1 - A^(12)*p1 - 2*A^(14)*w1 - A^(14)*v - 2*A^(14)*m1 - 2*A^(16) + A^(16)*q1 + 2*A^(18)*w1 + A^(18)*v + 3*A^(20) - A^(24)
5_715ms	- A^(10)*v - A^(12) - A^(12)*q1 - A^(12)*p1 - 2*A^(14)*w1 - A^(14)*v - 2*A^(14)*m1 - 2*A^(16) + A^(16)*p1 + A^(18)*v + 2*A^(18)*m1 + 3*A^(20) - A^(24)
5_715s	- A^(-24) + 3*A^(-20) + A^(-18)*v + 2*A^(-18)*m1 - 2*A^(-16) + A^(-16)*p1 - 2*A^(-14)*w1 - A^(-14)*v - 2*A^(-14)*m1 - A^(-12) - A^(-12)*q1 - A^(-12)*p1 - A^(-10)*v
5_715m	- A^(-24) + 3*A^(-20) + 2*A^(-18)*w1 + A^(-18)*v - 2*A^(-16) + A^(-16)*q1 - 2*A^(-14)*w1 - A^(-14)*v - 2*A^(-14)*m1 - A^(-12) - A^(-12)*q1 - A^(-12)*p1 - A^(-10)*v
5_716	+ A^(8) + A^(10)*w1 + A^(10)*m1 + A^(12) - 2*A^(14)*w1 - A^(14)*m1 - 3*A^(16) + A^(18)*w1 - A^(18)*v + 2*A^(20) + A^(22)*v
5_716ms	+ A^(8) + A^(10)*w1 + A^(10)*m1 + A^(12) - A^(14)*w1 - 2*A^(14)*m1 - 3*A^(16) - A^(18)*v + A^(18)*m1 + 2*A^(20) + A^(22)*v
5_716s	+ A^(-22)*v + 2*A^(-20) - A^(-18)*v + A^(-18)*m1 - 3*A^(-16) - A^(-14)*w1 - 2*A^(-14)*m1 + A^(-12) + A^(-10)*w1 + A^(-10)*m1 + A^(-8)
5_716m	+ A^(-22)*v + 2*A^(-20) + A^(-18)*w1 - A^(-18)*v - 3*A^(-16) - 2*A^(-14)*w1 - A^(-14)*m1 + A^(-12) + A^(-10)*w1 + A^(-10)*m1 + A^(-8)
5_717	+ A^(8) + A^(10)*w1 + A^(10)*m1 - 2*A^(14)*w1 - A^(14)*v - A^(14)*m1 - 3*A^(16) + A^(18)*w1 + 2*A^(20) - A^(24)
5_717ms	+ A^(8) + A^(10)*w1 + A^(10)*m1 - A^(14)*w1 - A^(14)*v - 2*A^(14)*m1 - 3*A^(16) + A^(18)*m1 + 2*A^(20) - A^(24)
5_717s	- A^(-24) + 2*A^(-20) + A^(-18)*m1 - 3*A^(-16) - A^(-14)*w1 - A^(-14)*v - 2*A^(-14)*m1 + A^(-10)*w1 + A^(-10)*m1 + A^(-8)
5_717m	- A^(-24) + 2*A^(-20) + A^(-18)*w1 - 3*A^(-16) - 2*A^(-14)*w1 - A^(-14)*v - A^(-14)*m1 + A^(-10)*w1 + A^(-10)*m1 + A^(-8)
5_720	- A^(6)*v - A^(8) + 2*A^(10)*v + 3*A^(12) - 2*A^(14)*v + A^(14)*m1 - 3*A^(16) - A^(16)*q1 - 2*A^(18)*w1 - A^(18)*m1
5_720ms	- A^(6)*v - A^(8) + 2*A^(10)*v + 3*A^(12) + A^(14)*w1 - 2*A^(14)*v - 3*A^(16) - A^(16)*p1 - A^(18)*w1 - 2*A^(18)*m1
5_720s	- A^(-18)*w1 - 2*A^(-18)*m1 - 3*A^(-16) - A^(-16)*p1 + A^(-14)*w1 - 2*A^(-14)*v + 3*A^(-12) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_720m	- 2*A^(-18)*w1 - A^(-18)*m1 - 3*A^(-16) - A^(-16)*q1 - 2*A^(-14)*v + A^(-14)*m1 + 3*A^(-12) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_721	- A^(6)*v - A^(8) + 2*A^(10)*v + 4*A^(12) + A^(14)*w1 - A^(14)*v + A^(14)*m1 - 2*A^(16) - A^(18)*w1 - A^(18)*m1
5_721m	- A^(-18)*w1 - A^(-18)*m1 - 2*A^(-16) + A^(-14)*w1 - A^(-14)*v + A^(-14)*m1 + 4*A^(-12) + 2*A^(-10)*v - A^(-8) - A^(-6)*v
5_722	+ A^(4) - 2*A^(8) + 3*A^(12) + A^(14)*w1 + A^(14)*m1 - 2*A^(16) - A^(18)*w1 - A^(18)*v - A^(18)*m1 - A^(20)
5_722m	- A^(-20) - A^(-18)*w1 - A^(-18)*v - A^(-18)*m1 - 2*A^(-16) + A^(-14)*w1 + A^(-14)*m1 + 3*A^(-12) - 2*A^(-8) + A^(-4)
5_724	+ A^(4) - 2*A^(8) - A^(10)*v + 2*A^(12) + A^(14)*v + A^(14)*m1 - A^(16) - A^(18)*v - A^(18)*m1 - A^(20)
5_724ms	+ A^(4) - 2*A^(8) - A^(10)*v + 2*A^(12) + A^(14)*w1 + A^(14)*v - A^(16) - A^(18)*w1 - A^(18)*v - A^(20)
5_724s	- A^(-20) - A^(-18)*w1 - A^(-18)*v - A^(-16) + A^(-14)*w1 + A^(-14)*v + 2*A^(-12) - A^(-10)*v - 2*A^(-8) + A^(-4)
5_724m	- A^(-20) - A^(-18)*v - A^(-18)*m1 - A^(-16) + A^(-14)*v + A^(-14)*m1 + 2*A^(-12) - A^(-10)*v - 2*A^(-8) + A^(-4)
5_725	+ A^(8)*v^(2) + A^(10)*v + A^(12) - A^(12)*v^(2) - 2*A^(14)*v + 2*A^(18)*v + A^(20) - A^(22)*v - A^(24)
