0_1	+ 1
2_1ms*4_142m	- A^(-2)*v - v^(2) - q1 + A^(2)*v - A^(2)*q1^(2) + 2*A^(4)*v^(2) + 2*A^(4)*q1 + 3*A^(6)*q1^(2) - A^(8)*v^(2) - A^(8)*q1 - 3*A^(10)*q1^(2) + A^(12) + A^(14)*w1 + A^(14)*q1^(2) - A^(18)*w1
2_1s*4_142m	+ A^(-16)*q1 + A^(-14)*q1^(2) - 2*A^(-12)*q1 - A^(-10)*v - 3*A^(-10)*q1^(2) - A^(-8)*v^(2) + A^(-8)*q1 + A^(-6)*v + 3*A^(-6)*q1^(2) + 2*A^(-4)*v^(2) - A^(-2)*w1 - A^(-2)*q1^(2) - v^(2) + A^(2)*w1 + A^(4)
2_1*4_143	+ A^(2)*v + A^(4)*p1 - A^(6)*v - A^(6)*v^(3) - A^(8)*v^(2) - 2*A^(8)*p1 - A^(8)*p1^(3) + A^(10)*v^(3) - A^(10)*p1^(2) + A^(12)*v^(2) + A^(12)*p1 + 2*A^(12)*p1^(3) - A^(14)*v + 2*A^(14)*p1^(2) - A^(16) - A^(16)*p1 - A^(16)*p1^(3) - A^(18)*p1^(2) - A^(18)*m1 + A^(20)*p1 + A^(22)*m1
2_1ms*4_143	+ A^(2)*v + A^(4)*q1 - A^(6)*v - A^(6)*v^(3) - A^(8)*v^(2) - 2*A^(8)*q1 - A^(8)*q1^(3) + A^(10)*v^(3) - A^(10)*q1^(2) + A^(12)*v^(2) + A^(12)*q1 + 2*A^(12)*q1^(3) - A^(14)*v + 2*A^(14)*q1^(2) - A^(16) - A^(16)*q1 - A^(16)*q1^(3) - A^(18)*w1 - A^(18)*q1^(2) + A^(20)*q1 + A^(22)*w1
2_1s*4_143	- A^(-12)*q1 + 2*A^(-8)*q1 + A^(-8)*q1^(3) + A^(-6)*v + A^(-6)*q1^(2) - A^(-4)*q1 - 2*A^(-4)*q1^(3) - A^(-2)*v - A^(-2)*v^(3) - 2*A^(-2)*q1^(2) - v^(2) + q1 + q1^(3) + A^(2)*w1 + A^(2)*v^(3) + A^(2)*q1^(2) + A^(4)*v^(2) - A^(4)*q1 - A^(6)*w1 - A^(6)*v - A^(8)
2_1*4_143m	- A^(-8) - A^(-6)*v - A^(-6)*m1 + A^(-4)*v^(2) - A^(-4)*p1 + A^(-2)*v^(3) + A^(-2)*p1^(2) + A^(-2)*m1 - v^(2) + p1 + p1^(3) - A^(2)*v - A^(2)*v^(3) - 2*A^(2)*p1^(2) - A^(4)*p1 - 2*A^(4)*p1^(3) + A^(6)*v + A^(6)*p1^(2) + 2*A^(8)*p1 + A^(8)*p1^(3) - A^(12)*p1
2_1ms*4_143m	- A^(-8) - A^(-6)*w1 - A^(-6)*v + A^(-4)*v^(2) - A^(-4)*q1 + A^(-2)*w1 + A^(-2)*v^(3) + A^(-2)*q1^(2) - v^(2) + q1 + q1^(3) - A^(2)*v - A^(2)*v^(3) - 2*A^(2)*q1^(2) - A^(4)*q1 - 2*A^(4)*q1^(3) + A^(6)*v + A^(6)*q1^(2) + 2*A^(8)*q1 + A^(8)*q1^(3) - A^(12)*q1
2_1s*4_143m	+ A^(-22)*w1 + A^(-20)*q1 - A^(-18)*w1 - A^(-18)*q1^(2) - A^(-16) - A^(-16)*q1 - A^(-16)*q1^(3) - A^(-14)*v + 2*A^(-14)*q1^(2) + A^(-12)*v^(2) + A^(-12)*q1 + 2*A^(-12)*q1^(3) + A^(-10)*v^(3) - A^(-10)*q1^(2) - A^(-8)*v^(2) - 2*A^(-8)*q1 - A^(-8)*q1^(3) - A^(-6)*v - A^(-6)*v^(3) + A^(-4)*q1 + A^(-2)*v
2_1*4_144	+ A^(-4) + A^(-2)*m1 - 2*v^(2) - A^(2)*v - 2*A^(2)*p1^(2) - A^(2)*m1 + A^(4)*v^(4) - A^(4)*p1 + A^(6)*v^(3) + 2*A^(6)*p1^(2) + A^(6)*p1^(4) - A^(8)*v^(2) + A^(8)*p1 + A^(8)*p1^(3) - A^(10)*v - A^(10)*p1^(2) - A^(10)*p1^(4) - A^(12)*p1 - A^(12)*p1^(3) + A^(14)*p1^(2) + A^(16)*p1
2_1ms*4_144	+ A^(-4) + A^(-2)*w1 - 2*v^(2) - A^(2)*w1 - A^(2)*v - 2*A^(2)*q1^(2) + A^(4)*v^(4) - A^(4)*q1 + A^(6)*v^(3) + 2*A^(6)*q1^(2) + A^(6)*q1^(4) - A^(8)*v^(2) + A^(8)*q1 + A^(8)*q1^(3) - A^(10)*v - A^(10)*q1^(2) - A^(10)*q1^(4) - A^(12)*q1 - A^(12)*q1^(3) + A^(14)*q1^(2) + A^(16)*q1
2_1s*4_144	- A^(-18)*w1 + A^(-14)*w1 + 2*A^(-14)*q1^(2) + A^(-12) + A^(-12)*q1 - 2*A^(-10)*q1^(2) - A^(-10)*q1^(4) - 2*A^(-8)*v^(2) - A^(-8)*q1 - A^(-8)*q1^(3) - A^(-6)*v + A^(-6)*q1^(2) + A^(-6)*q1^(4) + A^(-4)*v^(4) + A^(-4)*q1 + A^(-4)*q1^(3) + A^(-2)*v^(3) - A^(-2)*q1^(2) - v^(2) - q1 - A^(2)*v
2_1*4_144m	- A^(-2)*v - v^(2) - p1 + A^(2)*v^(3) - A^(2)*p1^(2) + A^(4)*v^(4) + A^(4)*p1 + A^(4)*p1^(3) - A^(6)*v + A^(6)*p1^(2) + A^(6)*p1^(4) - 2*A^(8)*v^(2) - A^(8)*p1 - A^(8)*p1^(3) - 2*A^(10)*p1^(2) - A^(10)*p1^(4) + A^(12) + A^(12)*p1 + 2*A^(14)*p1^(2) + A^(14)*m1 - A^(18)*m1
2_1ms*4_144m	- A^(-2)*v - v^(2) - q1 + A^(2)*v^(3) - A^(2)*q1^(2) + A^(4)*v^(4) + A^(4)*q1 + A^(4)*q1^(3) - A^(6)*v + A^(6)*q1^(2) + A^(6)*q1^(4) - 2*A^(8)*v^(2) - A^(8)*q1 - A^(8)*q1^(3) - 2*A^(10)*q1^(2) - A^(10)*q1^(4) + A^(12) + A^(12)*q1 + A^(14)*w1 + 2*A^(14)*q1^(2) - A^(18)*w1
2_1s*4_144m	+ A^(-16)*q1 + A^(-14)*q1^(2) - A^(-12)*q1 - A^(-12)*q1^(3) - A^(-10)*v - A^(-10)*q1^(2) - A^(-10)*q1^(4) - A^(-8)*v^(2) + A^(-8)*q1 + A^(-8)*q1^(3) + A^(-6)*v^(3) + 2*A^(-6)*q1^(2) + A^(-6)*q1^(4) + A^(-4)*v^(4) - A^(-4)*q1 - A^(-2)*w1 - A^(-2)*v - 2*A^(-2)*q1^(2) - 2*v^(2) + A^(2)*w1 + A^(4)
2_1*4_145	- A^(-2)*v - p1 + A^(2)*v^(3) + A^(4)*v^(2) + A^(4)*p1 + A^(4)*p1^(3) - A^(6)*v^(3) + A^(6)*p1^(2) - A^(8)*v^(2) - 2*A^(8)*p1^(3) + A^(10)*v - 2*A^(10)*p1^(2) + A^(12) + A^(12)*p1 + A^(12)*p1^(3) + A^(14)*p1^(2) + A^(14)*m1 - A^(16)*p1 - A^(18)*m1
2_1ms*4_145	- A^(-2)*v - q1 + A^(2)*v^(3) + A^(4)*v^(2) + A^(4)*q1 + A^(4)*q1^(3) - A^(6)*v^(3) + A^(6)*q1^(2) - A^(8)*v^(2) - 2*A^(8)*q1^(3) + A^(10)*v - 2*A^(10)*q1^(2) + A^(12) + A^(12)*q1 + A^(12)*q1^(3) + A^(14)*w1 + A^(14)*q1^(2) - A^(16)*q1 - A^(18)*w1
2_1s*4_145	+ A^(-16)*q1 - A^(-12)*q1 - A^(-12)*q1^(3) - A^(-10)*v - A^(-10)*q1^(2) + 2*A^(-8)*q1^(3) + A^(-6)*v^(3) + 2*A^(-6)*q1^(2) + A^(-4)*v^(2) - A^(-4)*q1 - A^(-4)*q1^(3) - A^(-2)*w1 - A^(-2)*v^(3) - A^(-2)*q1^(2) - v^(2) + q1 + A^(2)*w1 + A^(2)*v + A^(4)
2_1*4_145m	+ A^(-4) + A^(-2)*v + A^(-2)*m1 - v^(2) + p1 - A^(2)*v^(3) - A^(2)*p1^(2) - A^(2)*m1 + A^(4)*v^(2) - A^(4)*p1 - A^(4)*p1^(3) + A^(6)*v^(3) + 2*A^(6)*p1^(2) + 2*A^(8)*p1^(3) - A^(10)*v - A^(10)*p1^(2) - A^(12)*p1 - A^(12)*p1^(3) + A^(16)*p1
2_1ms*4_145m	+ A^(-4) + A^(-2)*w1 + A^(-2)*v - v^(2) + q1 - A^(2)*w1 - A^(2)*v^(3) - A^(2)*q1^(2) + A^(4)*v^(2) - A^(4)*q1 - A^(4)*q1^(3) + A^(6)*v^(3) + 2*A^(6)*q1^(2) + 2*A^(8)*q1^(3) - A^(10)*v - A^(10)*q1^(2) - A^(12)*q1 - A^(12)*q1^(3) + A^(16)*q1
2_1s*4_145m	- A^(-18)*w1 - A^(-16)*q1 + A^(-14)*w1 + A^(-14)*q1^(2) + A^(-12) + A^(-12)*q1 + A^(-12)*q1^(3) + A^(-10)*v - 2*A^(-10)*q1^(2) - A^(-8)*v^(2) - 2*A^(-8)*q1^(3) - A^(-6)*v^(3) + A^(-6)*q1^(2) + A^(-4)*v^(2) + A^(-4)*q1 + A^(-4)*q1^(3) + A^(-2)*v^(3) - q1 - A^(2)*v
2_1*4_146	- A^(-8) - A^(-6)*m1 + A^(-4)*v^(2) + A^(-2)*v + A^(-2)*p1^(2) + A^(-2)*m1 - v^(2) + p1 - A^(2)*v - 2*A^(2)*p1^(2) + A^(4)*v^(2) - 2*A^(4)*p1 + A^(6)*v + 2*A^(6)*p1^(2) + 2*A^(8)*p1 - A^(10)*p1^(2) - A^(12)*p1
2_1ms*4_146	- A^(-8) - A^(-6)*w1 + A^(-4)*v^(2) + A^(-2)*w1 + A^(-2)*v + A^(-2)*q1^(2) - v^(2) + q1 - A^(2)*v - 2*A^(2)*q1^(2) + A^(4)*v^(2) - 2*A^(4)*q1 + A^(6)*v + 2*A^(6)*q1^(2) + 2*A^(8)*q1 - A^(10)*q1^(2) - A^(12)*q1
2_1s*4_146	+ A^(-22)*w1 - A^(-18)*w1 - A^(-18)*q1^(2) - A^(-16) - A^(-16)*q1 + 2*A^(-14)*q1^(2) + A^(-12)*v^(2) + 2*A^(-12)*q1 + A^(-10)*v - 2*A^(-10)*q1^(2) - A^(-8)*v^(2) - 2*A^(-8)*q1 - A^(-6)*v + A^(-6)*q1^(2) + A^(-4)*v^(2) + A^(-4)*q1 + A^(-2)*v
2_1*4_146m	+ A^(2)*v + A^(4)*v^(2) + A^(4)*p1 - A^(6)*v + A^(6)*p1^(2) - A^(8)*v^(2) - 2*A^(8)*p1 + A^(10)*v - 2*A^(10)*p1^(2) + A^(12)*v^(2) + 2*A^(12)*p1 + 2*A^(14)*p1^(2) - A^(16) - A^(16)*p1 - A^(18)*p1^(2) - A^(18)*m1 + A^(22)*m1
2_1ms*4_146m	+ A^(2)*v + A^(4)*v^(2) + A^(4)*q1 - A^(6)*v + A^(6)*q1^(2) - A^(8)*v^(2) - 2*A^(8)*q1 + A^(10)*v - 2*A^(10)*q1^(2) + A^(12)*v^(2) + 2*A^(12)*q1 + 2*A^(14)*q1^(2) - A^(16) - A^(16)*q1 - A^(18)*w1 - A^(18)*q1^(2) + A^(22)*w1
2_1s*4_146m	- A^(-12)*q1 - A^(-10)*q1^(2) + 2*A^(-8)*q1 + A^(-6)*v + 2*A^(-6)*q1^(2) + A^(-4)*v^(2) - 2*A^(-4)*q1 - A^(-2)*v - 2*A^(-2)*q1^(2) - v^(2) + q1 + A^(2)*w1 + A^(2)*v + A^(2)*q1^(2) + A^(4)*v^(2) - A^(6)*w1 - A^(8)
2_1*4_147	- A^(6)*w1 + A^(6)*q1^(2) - 2*A^(8) + 2*A^(8)*v^(2) + 2*A^(8)*q1 + A^(10)*w1 + 4*A^(10)*v + A^(10)*p1^(2) - A^(10)*m1 + 3*A^(12) - A^(12)*v^(2) + 2*A^(12)*p1 - 3*A^(14)*v - A^(14)*p1^(2) + 2*A^(14)*m1 - 2*A^(16) - 3*A^(16)*p1 - 2*A^(18)*m1 + A^(20)*p1 + A^(22)*m1
2_1*4_147ms	+ A^(6)*p1^(2) - A^(6)*m1 - A^(8) + A^(8)*v^(2) + A^(8)*p2^(2) + 2*A^(8)*p1 - A^(8)*m2 + 2*A^(10)*v + 2*A^(10)*p2 + A^(10)*p1^(2) + A^(12) - A^(12)*p2^(2) + 2*A^(12)*p1 + 2*A^(12)*m2 - A^(14)*v - 2*A^(14)*p2 - A^(14)*p1^(2) + 2*A^(14)*m1 - A^(16) - 3*A^(16)*p1 - A^(16)*m2 - 2*A^(18)*m1 + A^(20)*p1 + A^(22)*m1
2_1*4_147s	- A^(-8) - A^(-6)*v - A^(-6)*m1 + A^(-4) - A^(-4)*p1 + 2*A^(-2)*v + 3*A^(-2)*m1 - 1 + v^(2) + 5*p1 + m2 + 2*A^(2)*p2 + 2*A^(2)*p1^(2) - 3*A^(2)*m1 + A^(4)*p2^(2) - 2*A^(4)*p1 - 2*A^(4)*m2 - 2*A^(6)*p2 - A^(6)*p1^(2) + A^(6)*m1 - A^(8)*p2^(2) + A^(8)*m2
2_1ms*4_147	- A^(6)*w1 + A^(6)*q1^(2) - A^(8) - A^(8)*w2 + A^(8)*v^(2) + A^(8)*q2^(2) + 2*A^(8)*q1 + 2*A^(10)*v + 2*A^(10)*q2 + A^(10)*q1^(2) + A^(12) + 2*A^(12)*w2 - A^(12)*q2^(2) + 2*A^(12)*q1 + 2*A^(14)*w1 - A^(14)*v - 2*A^(14)*q2 - A^(14)*q1^(2) - A^(16) - A^(16)*w2 - 3*A^(16)*q1 - 2*A^(18)*w1 + A^(20)*q1 + A^(22)*w1
2_1ms*4_147ms	+ A^(6)*p1^(2) - A^(6)*m1 - 2*A^(8) + 2*A^(8)*v^(2) + 2*A^(8)*p1 - A^(10)*w1 + 4*A^(10)*v + A^(10)*q1^(2) + A^(10)*m1 + 3*A^(12) - A^(12)*v^(2) + 2*A^(12)*q1 + 2*A^(14)*w1 - 3*A^(14)*v - A^(14)*q1^(2) - 2*A^(16) - 3*A^(16)*q1 - 2*A^(18)*w1 + A^(20)*q1 + A^(22)*w1
2_1ms*4_147s	- A^(-8) - A^(-6)*w1 - A^(-6)*v + A^(-4) - A^(-4)*q1 + 2*A^(-2)*w1 + 2*A^(-2)*v + A^(-2)*m1 + v^(2) + 3*q1 + 2*p1 - 2*A^(2)*w1 + 2*A^(2)*v + A^(2)*q1^(2) + A^(2)*p1^(2) - A^(2)*m1 - 2*A^(4) + A^(4)*v^(2) - 2*A^(4)*q1 + A^(6)*w1 - 2*A^(6)*v - A^(6)*q1^(2) + A^(8) - A^(8)*v^(2)
2_1s*4_147	+ A^(-8)*w2 - A^(-8)*q2^(2) + A^(-6)*w1 - 2*A^(-6)*q2 - A^(-6)*q1^(2) - 2*A^(-4)*w2 + A^(-4)*q2^(2) - 2*A^(-4)*q1 - 3*A^(-2)*w1 + 2*A^(-2)*q2 + 2*A^(-2)*q1^(2) - 1 + w2 + v^(2) + 5*q1 + 3*A^(2)*w1 + 2*A^(2)*v + A^(4) - A^(4)*q1 - A^(6)*w1 - A^(6)*v - A^(8)
2_1s*4_147ms	+ A^(-8) - A^(-8)*v^(2) + A^(-6)*w1 - 2*A^(-6)*v - A^(-6)*q1^(2) - 2*A^(-4) + A^(-4)*v^(2) - 2*A^(-4)*q1 - 2*A^(-2)*w1 + 2*A^(-2)*v + A^(-2)*q1^(2) + A^(-2)*p1^(2) - A^(-2)*m1 + v^(2) + 3*q1 + 2*p1 + 2*A^(2)*w1 + 2*A^(2)*v + A^(2)*m1 + A^(4) - A^(4)*q1 - A^(6)*w1 - A^(6)*v - A^(8)
2_1s*4_147s	+ A^(-22)*w1 + A^(-20)*q1 - 2*A^(-18)*w1 - 2*A^(-16) - 3*A^(-16)*q1 + 2*A^(-14)*w1 - 3*A^(-14)*v - A^(-14)*q1^(2) + 3*A^(-12) - A^(-12)*v^(2) + 2*A^(-12)*q1 - A^(-10)*w1 + 4*A^(-10)*v + A^(-10)*q1^(2) + A^(-10)*m1 - 2*A^(-8) + 2*A^(-8)*v^(2) + 2*A^(-8)*p1 + A^(-6)*p1^(2) - A^(-6)*m1
2_1*4_147m	- A^(-8) - A^(-6)*v - A^(-6)*m1 + A^(-4) - A^(-4)*p1 + A^(-2)*w1 + 2*A^(-2)*v + 2*A^(-2)*m1 + v^(2) + 2*q1 + 3*p1 - A^(2)*w1 + 2*A^(2)*v + A^(2)*q1^(2) + A^(2)*p1^(2) - 2*A^(2)*m1 - 2*A^(4) + A^(4)*v^(2) - 2*A^(4)*p1 - 2*A^(6)*v - A^(6)*p1^(2) + A^(6)*m1 + A^(8) - A^(8)*v^(2)
2_1ms*4_147m	- A^(-8) - A^(-6)*w1 - A^(-6)*v + A^(-4) - A^(-4)*q1 + 3*A^(-2)*w1 + 2*A^(-2)*v - 1 + w2 + v^(2) + 5*q1 - 3*A^(2)*w1 + 2*A^(2)*q2 + 2*A^(2)*q1^(2) - 2*A^(4)*w2 + A^(4)*q2^(2) - 2*A^(4)*q1 + A^(6)*w1 - 2*A^(6)*q2 - A^(6)*q1^(2) + A^(8)*w2 - A^(8)*q2^(2)
2_1s*4_147m	+ A^(-22)*w1 + A^(-20)*q1 - 2*A^(-18)*w1 - A^(-16) - A^(-16)*w2 - 3*A^(-16)*q1 + 2*A^(-14)*w1 - A^(-14)*v - 2*A^(-14)*q2 - A^(-14)*q1^(2) + A^(-12) + 2*A^(-12)*w2 - A^(-12)*q2^(2) + 2*A^(-12)*q1 + 2*A^(-10)*v + 2*A^(-10)*q2 + A^(-10)*q1^(2) - A^(-8) - A^(-8)*w2 + A^(-8)*v^(2) + A^(-8)*q2^(2) + 2*A^(-8)*q1 - A^(-6)*w1 + A^(-6)*q1^(2)
2_1*4_148	- A^(-2)*m1 - p1 - m2 - A^(2)*p2 + A^(2)*m1 + A^(4) + 2*A^(4)*p1 + 2*A^(4)*m2 + 3*A^(6)*p2 + 2*A^(6)*m1 - A^(8)*p1 - 3*A^(10)*p2 - 2*A^(10)*m1 - 2*A^(12)*m2 + A^(14)*p2 + A^(16)*m2
2_1*4_148s	- A^(-2)*w1 - 1 - q1 + A^(2)*w1 - A^(2)*v + 3*A^(4) + 2*A^(4)*q1 + A^(6)*w1 + 3*A^(6)*v + A^(6)*m1 - A^(8)*q1 - A^(10)*w1 - 3*A^(10)*v - A^(10)*m1 - 2*A^(12) + A^(14)*v + A^(16)
2_1ms*4_148	- A^(-2)*m1 - 1 - p1 - A^(2)*v + A^(2)*m1 + 3*A^(4) + 2*A^(4)*p1 + A^(6)*w1 + 3*A^(6)*v + A^(6)*m1 - A^(8)*p1 - A^(10)*w1 - 3*A^(10)*v - A^(10)*m1 - 2*A^(12) + A^(14)*v + A^(16)
2_1ms*4_148s	- A^(-2)*w1 - w2 - q1 + A^(2)*w1 - A^(2)*q2 + A^(4) + 2*A^(4)*w2 + 2*A^(4)*q1 + 2*A^(6)*w1 + 3*A^(6)*q2 - A^(8)*q1 - 2*A^(10)*w1 - 3*A^(10)*q2 - 2*A^(12)*w2 + A^(14)*q2 + A^(16)*w2
2_1s*4_148	+ A^(-16) + A^(-14)*v - 2*A^(-12) - A^(-10)*w1 - 3*A^(-10)*v - A^(-10)*m1 - A^(-8)*p1 + A^(-6)*w1 + 3*A^(-6)*v + A^(-6)*m1 + 3*A^(-4) + 2*A^(-4)*p1 - A^(-2)*v + A^(-2)*m1 - 1 - p1 - A^(2)*m1
2_1s*4_148s	+ A^(-16)*w2 + A^(-14)*q2 - 2*A^(-12)*w2 - 2*A^(-10)*w1 - 3*A^(-10)*q2 - A^(-8)*q1 + 2*A^(-6)*w1 + 3*A^(-6)*q2 + A^(-4) + 2*A^(-4)*w2 + 2*A^(-4)*q1 + A^(-2)*w1 - A^(-2)*q2 - w2 - q1 - A^(2)*w1
2_1*4_149	+ A^(8)*v^(2) + A^(10)*p1^(2) + A^(12) - 2*A^(12)*v^(2) - A^(14)*v - 3*A^(14)*p1^(2) + A^(14)*m1 + A^(16)*v^(2) - A^(16)*p1 + A^(18)*v + 3*A^(18)*p1^(2) - A^(18)*m1 + 2*A^(20)*p1 - A^(22)*p1^(2) - A^(24)*p1
2_1ms*4_149	+ A^(8)*v^(2) + A^(10)*q1^(2) + A^(12) - 2*A^(12)*v^(2) + A^(14)*w1 - A^(14)*v - 3*A^(14)*q1^(2) + A^(16)*v^(2) - A^(16)*q1 - A^(18)*w1 + A^(18)*v + 3*A^(18)*q1^(2) + 2*A^(20)*q1 - A^(22)*q1^(2) - A^(24)*q1
2_1s*4_149	- A^(-6)*q1^(2) - A^(-2)*w1 + 3*A^(-2)*q1^(2) + v^(2) + q1 + A^(2)*w1 - 3*A^(2)*q1^(2) + A^(4) - 2*A^(4)*v^(2) - 2*A^(4)*q1 - A^(6)*v + A^(6)*q1^(2) + A^(8)*v^(2) + A^(8)*q1 + A^(10)*v
2_1*4_149m	+ A^(-10)*v + A^(-8)*v^(2) + A^(-8)*p1 - A^(-6)*v + A^(-6)*p1^(2) + A^(-4) - 2*A^(-4)*v^(2) - 2*A^(-4)*p1 - 3*A^(-2)*p1^(2) + A^(-2)*m1 + v^(2) + p1 + 3*A^(2)*p1^(2) - A^(2)*m1 - A^(6)*p1^(2)
2_1ms*4_149m	+ A^(-10)*v + A^(-8)*v^(2) + A^(-8)*q1 - A^(-6)*v + A^(-6)*q1^(2) + A^(-4) - 2*A^(-4)*v^(2) - 2*A^(-4)*q1 + A^(-2)*w1 - 3*A^(-2)*q1^(2) + v^(2) + q1 - A^(2)*w1 + 3*A^(2)*q1^(2) - A^(6)*q1^(2)
2_1s*4_149m	- A^(-24)*q1 - A^(-22)*q1^(2) + 2*A^(-20)*q1 - A^(-18)*w1 + A^(-18)*v + 3*A^(-18)*q1^(2) + A^(-16)*v^(2) - A^(-16)*q1 + A^(-14)*w1 - A^(-14)*v - 3*A^(-14)*q1^(2) + A^(-12) - 2*A^(-12)*v^(2) + A^(-10)*q1^(2) + A^(-8)*v^(2)
2_1*4_150	+ A^(2)*v + A^(4)*p1 - A^(6)*v^(3) - A^(8) - A^(8)*p1 - A^(8)*p1^(3) + A^(10)*v^(3) - A^(10)*m1 + A^(12)*v^(2) + 2*A^(12)*p1^(3) + A^(14)*p1^(2) + A^(14)*m1 - A^(16)*p1^(3) - A^(18)*p1^(2)
2_1ms*4_150	+ A^(2)*v + A^(4)*q1 - A^(6)*v^(3) - A^(8) - A^(8)*q1 - A^(8)*q1^(3) - A^(10)*w1 + A^(10)*v^(3) + A^(12)*v^(2) + 2*A^(12)*q1^(3) + A^(14)*w1 + A^(14)*q1^(2) - A^(16)*q1^(3) - A^(18)*q1^(2)
2_1s*4_150	- A^(-12)*q1 + A^(-8)*q1 + A^(-8)*q1^(3) + A^(-6)*w1 + A^(-6)*v - 2*A^(-4)*q1^(3) - A^(-2)*w1 - A^(-2)*v^(3) - A^(-2)*q1^(2) - 1 + q1^(3) + A^(2)*v^(3) + A^(2)*q1^(2) + A^(4)*v^(2)
2_1*4_150m	+ A^(-4)*v^(2) + A^(-2)*v^(3) + A^(-2)*p1^(2) - 1 + p1^(3) - A^(2)*v^(3) - A^(2)*p1^(2) - A^(2)*m1 - 2*A^(4)*p1^(3) + A^(6)*v + A^(6)*m1 + A^(8)*p1 + A^(8)*p1^(3) - A^(12)*p1
2_1ms*4_150m	+ A^(-4)*v^(2) + A^(-2)*v^(3) + A^(-2)*q1^(2) - 1 + q1^(3) - A^(2)*w1 - A^(2)*v^(3) - A^(2)*q1^(2) - 2*A^(4)*q1^(3) + A^(6)*w1 + A^(6)*v + A^(8)*q1 + A^(8)*q1^(3) - A^(12)*q1
2_1s*4_150m	- A^(-18)*q1^(2) - A^(-16)*q1^(3) + A^(-14)*w1 + A^(-14)*q1^(2) + A^(-12)*v^(2) + 2*A^(-12)*q1^(3) - A^(-10)*w1 + A^(-10)*v^(3) - A^(-8) - A^(-8)*q1 - A^(-8)*q1^(3) - A^(-6)*v^(3) + A^(-4)*q1 + A^(-2)*v
2_1*4_151	- v^(2) - A^(2)*p1^(2) + A^(4) - A^(4)*v^(2) + A^(4)*v^(4) - A^(6)*v + A^(6)*v^(3) + A^(6)*p1^(4) + A^(6)*m1 - A^(8)*v^(2) - A^(8)*p1 + A^(8)*p1^(3) - A^(10)*v - A^(10)*p1^(4) - A^(10)*m1 - A^(12)*p1^(3) + A^(14)*p1^(2) + A^(16)*p1
2_1ms*4_151	- v^(2) - A^(2)*q1^(2) + A^(4) - A^(4)*v^(2) + A^(4)*v^(4) + A^(6)*w1 - A^(6)*v + A^(6)*v^(3) + A^(6)*q1^(4) - A^(8)*v^(2) - A^(8)*q1 + A^(8)*q1^(3) - A^(10)*w1 - A^(10)*v - A^(10)*q1^(4) - A^(12)*q1^(3) + A^(14)*q1^(2) + A^(16)*q1
2_1s*4_151	+ A^(-14)*q1^(2) - A^(-10)*w1 - A^(-10)*q1^(4) - A^(-8)*v^(2) + A^(-8)*q1 - A^(-8)*q1^(3) + A^(-6)*w1 + A^(-6)*q1^(4) + A^(-4) - A^(-4)*v^(2) + A^(-4)*v^(4) + A^(-4)*q1^(3) - A^(-2)*v + A^(-2)*v^(3) - A^(-2)*q1^(2) - v^(2) - q1 - A^(2)*v
2_1*4_151m	- A^(-2)*v - v^(2) - p1 - A^(2)*v + A^(2)*v^(3) - A^(2)*p1^(2) + A^(4) - A^(4)*v^(2) + A^(4)*v^(4) + A^(4)*p1^(3) + A^(6)*p1^(4) + A^(6)*m1 - A^(8)*v^(2) + A^(8)*p1 - A^(8)*p1^(3) - A^(10)*p1^(4) - A^(10)*m1 + A^(14)*p1^(2)
2_1ms*4_151m	- A^(-2)*v - v^(2) - q1 - A^(2)*v + A^(2)*v^(3) - A^(2)*q1^(2) + A^(4) - A^(4)*v^(2) + A^(4)*v^(4) + A^(4)*q1^(3) + A^(6)*w1 + A^(6)*q1^(4) - A^(8)*v^(2) + A^(8)*q1 - A^(8)*q1^(3) - A^(10)*w1 - A^(10)*q1^(4) + A^(14)*q1^(2)
2_1s*4_151m	+ A^(-16)*q1 + A^(-14)*q1^(2) - A^(-12)*q1^(3) - A^(-10)*w1 - A^(-10)*v - A^(-10)*q1^(4) - A^(-8)*v^(2) - A^(-8)*q1 + A^(-8)*q1^(3) + A^(-6)*w1 - A^(-6)*v + A^(-6)*v^(3) + A^(-6)*q1^(4) + A^(-4) - A^(-4)*v^(2) + A^(-4)*v^(4) - A^(-2)*q1^(2) - v^(2)
2_1*4_152	- A^(-6)*v - A^(-4)*p1 + A^(-2)*v^(3) - 1 + v^(2) + p1 + p1^(3) - A^(2)*v^(3) + A^(2)*p1^(2) - A^(2)*m1 - A^(4)*v^(2) - 2*A^(4)*p1^(3) - 2*A^(6)*p1^(2) + A^(6)*m1 + A^(8)*p1^(3) + A^(10)*p1^(2)
2_1ms*4_152	- A^(-6)*v - A^(-4)*q1 + A^(-2)*v^(3) - 1 + v^(2) + q1 + q1^(3) - A^(2)*w1 - A^(2)*v^(3) + A^(2)*q1^(2) - A^(4)*v^(2) - 2*A^(4)*q1^(3) + A^(6)*w1 - 2*A^(6)*q1^(2) + A^(8)*q1^(3) + A^(10)*q1^(2)
2_1s*4_152	+ A^(-20)*q1 - A^(-16)*q1 - A^(-16)*q1^(3) + A^(-14)*w1 - A^(-14)*v - A^(-14)*q1^(2) + 2*A^(-12)*q1^(3) - A^(-10)*w1 + A^(-10)*v^(3) + 2*A^(-10)*q1^(2) - A^(-8) + A^(-8)*v^(2) - A^(-8)*q1^(3) - A^(-6)*v^(3) - A^(-6)*q1^(2) - A^(-4)*v^(2)
